NFLX US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Net Changes in Cash,CF_NET_CHNG_CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46,34.088,4.562,5.493,6.214,5.201,7.941,10.724,10.294,53.256,14.37,6.647,-8.639,5.15,10.914,30.139,15.509,113.937,27.039,31.689,-181.972,-34.276,-4.378,-2.365,-8.45,-24.7,-32.765,28.357,-24.75,-27.66,-31.754,78.507,-54.363,27.466,5.781,81.391,-44.08,24.788,-16.008,348.854,-112.061,6.259,-31.953,-80.007,127.76,-47.373,68.378,165.909,552.485,56.794,-31.027,-69.609,1341.169,-160.905,-178.435,-306.107,-204.086,-214.319,-421.767,498.418,-389.752,840.953,-172.308,1076.326,-223.318,1314.517,-835.43,733.477,-441.944,1658.108,-568.484,584.065,134.401,2001.859,1242.234,-183.41,197.583,-631.835,-251.65,-1497.857,-20.61,-190.092,295.905,-969.732,1567.437,928.246,-309.429,-238.321,-91.926,-399.544,832.04
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Paid for Taxes,CF_CASH_PAID_FOR_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,0,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Requesting Data...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Cash Paid for Acquisitions,CF_NET_CASH_PAID_FOR_AQUIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,,,56.289,,,,,6,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,788.349,124.521,68.876,0,563.99,0,0,0,0,,,
Free Cash Flow,CF_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41,7.367,10.355,13.231,12.266,21.22,20.39,27.044,31.992,29.918,45.103,25.596,22.598,30.563,27.879,44.767,54.138,40.934,56.231,75.587,45.016,63.153,70.153,61.635,51.631,52.718,51.269,84.629,59.061,68.369,68.317,83.384,33.91,54.581,34.885,49.378,77.884,58.701,14.625,31.666,0.815,-51.908,-22.319,-53.499,-45.561,11.832,8.394,3.096,8.111,15.174,-74.001,-77.317,-163.324,-228.667,-248.256,-278.398,-237.015,-237.107,-489.307,-618.208,-396.379,-599.759,-453.57,-520.049,-273.927,-545.562,-729.744,-1305.192,-440.18,-583.338,-547.127,-1569.712,161.897,899.335,1153.95,-286.028,696.265,-174.039,-84.948,-569.253,801.681,12.732,471.85,332.265,2116.721,1339.26,1888.386,1581.382,2136.808,1212.56,2194.238
Free Cash Flow to Firm,CF_FREE_CASH_FLOW_FIRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.023,29.948,,25.7606,22.6355,30.566,27.8919,,54.138,40.934,56.231,75.587,45.016,63.153,70.153,,51.8813,53.2218,51.6638,85.033,59.4615,68.7818,68.7195,86.0679,36.8541,57.4833,37.7554,52.4301,80.8668,61.9651,17.904,34.7284,3.9707,-49.012,-19.1131,-50.8412,-41.2778,16.5879,13.1752,7.9627,14.1138,23.2383,-65.8025,-67.1199,-146.8362,-205.7616,-223.6355,-247.7743,-212.3684,-208.9026,-466.1707,-585.979,-359.1549,-550.4177,-393.4421,,-195.2811,-454.4549,,-1177.983,-323.508,-501.193,-441.5499,-1408.7506,325.9027,1030.8776,1334.6754,-115.8345,859.378,-11.6203,81.188,-403.3035,953.0417,168.5013,620.632,477.8475,2271.5354,1494.1145,2042.6477,1724.4996,2291.4044,1356.0517,2355.8565
Free Cash Flow to Equity,FREE_CASH_FLOW_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109.307,9.519,,,20.959,19.839,26.929,31.881,29.8,45.003,25.489,,,,,54.161,,,75.587,45.016,,,,51.509,52.488,51.035,84.392,58.792,68.074,68.023,275.979,33.549,54.116,34.415,48.898,77.383,58.181,14.099,229.19,0.256,-52.485,-22.906,-54.095,234.674,11.577,8.136,2.832,407.844,14.903,-74.276,-77.597,1336.425,-228.954,-248.317,-278.344,-237.015,-237.107,-489.307,381.792,-396.379,820.751,-453.57,1079.951,-273.927,1354.438,-729.744,756.66,-440.18,1659.858,-547.127,656.398,161.897,1908.799,1153.95,-286.028,196.265,-174.039,-84.948,-569.253,101.681,12.732,471.85,332.265,2116.721,1339.26,1888.386,1581.382,1736.808,1212.56,3988.698
Free Cash Flow per Basic Share,FREE_CASH_FLOW_PER_SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0515,0.0337,0.0408,0.0385,0.0641,0.0605,0.077,0.0891,0.0824,0.1234,0.0702,0.0611,0.0821,0.0742,0.1205,0.1401,0.1002,0.118,0.1578,0.0936,0.1326,0.1508,0.1351,0.1175,0.1219,0.1212,0.2052,0.1437,0.1688,0.1738,0.2222,0.0916,0.1486,0.0956,0.1341,0.2109,0.1598,0.0397,0.0844,0.0021,-0.1335,-0.0574,-0.1376,-0.1163,0.029,0.0203,0.0074,0.0194,0.0361,-0.1757,-0.1831,-0.3855,-0.5376,-0.5816,-0.651,-0.5536,-0.5534,-1.1407,-1.4386,-0.9205,-1.3903,-1.0489,-1.2007,-0.6309,-1.2539,-1.6745,-2.9909,-1.0074,-1.3331,-1.2489,-3.5793,0.3685,2.0413,2.6135,-0.6468,1.5709,-0.3927,-0.1919,-1.2837,1.805,0.0286,1.0606,0.7463,4.7541,3.0172,4.2768,3.6277,4.9453,2.8195,5.1239
Price to Free Cash Flow,PX_TO_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8306,10.2996,11.7553,16.2681,16.7666,16.645,5.923,4.8249,4.5985,6.9604,12.9112,11.4408,9.9352,8.9377,6.7977,7.1589,7.0549,5.5175,5.5426,7.4254,9.2347,7.0898,8.898,7.5458,10.3565,9.2435,9.5385,11.1088,16.0498,24.3993,41.5236,53.4226,57.6547,62.4999,29.7124,20.0019,57.4442,33.6356,,,,,,,660.4753,756.2847,771.6644,,,,,,,,,,,,,,,,,,,,,,,,346.2821,123.5519,93.5048,167.9557,1797.5826,1802.7367,,488.2933,146.1811,80.9979,52.4276,45.9889,29.5129,31.0595,38.2764,43.0703,42.9437
Cash Flow to Net Income,CASH_FLOW_TO_NET_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1295,6.6564,13.8085,,11.0571,2.6033,5.8425,,6.4205,4.7953,1.418,13.084,2.718,4.8089,5.8621,6.3898,2.8194,4.9304,4.5321,4.8008,2.5351,2.9697,4.0516,2.9349,2.3211,2.5982,3.4231,2.3923,1.3845,1.1122,2.0537,1.9312,1.2665,0.793,1.8588,,3.1484,-0.3811,-1.7735,-4.5556,1.1517,1.0902,0.8559,0.6845,0.7889,-0.6314,-0.4613,-5.3757,-6.886,-6.6584,-5.6683,-8.2649,-5.5525,-8.9668,-8.3472,-1.9294,-8.1483,-3.238,-2.6303,-0.8161,-1.3484,-1.7139,-9.2215,-1.1039,-2.0091,-0.7543,-2.4907,0.3666,1.4455,1.5997,-0.2539,0.4554,-0.0471,0.0568,-0.6639,0.5777,0.0713,0.3982,8.0287,1.6694,0.9682,1.1877,1.7732,0.9487,0.6011,0.9821
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,SALES_REV_TURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.527,36.36,40.731,45.188,55.669,63.187,72.202,81.185,100.37,120.321,141.644,138.276,154.14,164.497,174.317,193,224.126,239.351,255.95,277.233,305.32,303.693,293.972,302.355,326.183,337.614,341.269,359.595,394.098,408.509,423.12,444.542,493.665,519.819,553.219,595.922,718.553,788.61,821.839,875.575,869.791,889.163,905.089,945.239,1023.961,1069.372,1105.999,1175.23,1270.089,1340.407,1409.432,1484.728,1573.129,1644.694,1738.355,1823.333,1957.736,2105.204,2290.188,2477.541,2636.635,2785.464,2984.859,3285.755,3700.856,3907.27,3999.374,4186.841,4520.992,4923.116,5244.905,5467.434,5767.691,6148.286,6435.637,6644.442,7163.282,7341.777,7483.467,7709.318,7867.767,7970.141,7925.589,7852.053,8161.503,8187.301,8541.668,8832.825,9370.44,9559.31,9824.703
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.183,337.614,341.269,359.595,394.098,408.509,423.12,444.542,493.665,519.819,553.219,595.922,718.553,788.61,821.839,875.575,869.791,889.163,905.089,945.239,1023.961,1069.372,1105.999,1175.23,1270.089,1340.407,1409.432,1484.728,1573.129,1644.694,1738.355,1823.333,1957.736,2105.204,2290.188,2477.541,2636.635,2785.464,2984.859,3285.755,3700.856,3907.27,3999.374,4186.841,4520.992,4923.116,5244.905,5467.434,5767.691,6148.286,6435.637,6644.442,7163.282,7341.777,7483.467,7709.318,7867.767,7970.141,7925.589,7852.053,8161.503,8187.301,8541.668,8832.825,9370.44,9559.31,9824.703
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.158,18.092,21.496,42.756,30.007,35.241,38.648,44.464,56.627,69.788,71.601,131.994,94.985,100.311,99.067,119.931,148.265,150.579,158.793,169.348,194.972,196.693,194.453,200.05,222.805,230.087,224.496,232.846,259.268,269.243,275.274,275.486,307.162,314.934,344.469,390.79,438.151,489.978,536.617,575.155,623.933,643.428,662.638,695.867,736.952,760.674,798.9,811.849,869.186,914.848,954.394,1014.332,1046.401,1121.752,1173.958,1249.365,1418.581,1525.397,1593.768,1719.716,1740.731,1991.696,2086.239,2214.334,2300.579,2402.431,2531.128,2733.4,2870.614,3005.657,3097.919,3466.023,3599.701,3643.707,3867.751,4165.16,3868.511,4018.008,4206.589,5239.575,4284.705,4690.755,4788.665,5404.16,4803.625,4673.47,4930.788,5307.485,4977.073,5174.143,5119.884
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.805,230.087,224.496,232.846,259.268,269.243,275.274,275.486,307.162,314.934,344.469,390.79,438.151,489.978,536.617,575.155,623.933,643.428,662.638,695.867,736.952,760.674,798.9,811.849,869.186,914.848,954.394,1014.332,1046.401,1121.752,1173.958,1249.365,1418.581,1525.397,1593.768,1719.716,1740.731,1991.696,2086.239,2214.334,2300.579,2402.431,2531.128,2733.4,2870.614,3005.657,3097.919,3466.023,3599.701,3643.707,3867.751,4165.16,3868.511,4018.008,4206.589,5239.575,4284.705,4690.755,4788.665,5404.16,4803.625,4673.47,4930.788,5307.485,4977.073,5174.143,5119.884
Gross Profit,GROSS_PROFIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.369,18.268,19.235,2.432,25.662,27.946,33.554,36.721,43.743,50.533,70.043,6.282,59.155,64.186,75.25,73.069,75.861,88.772,97.157,107.885,110.348,107,99.519,102.305,103.378,107.527,116.773,126.749,134.83,139.266,147.846,169.056,186.503,204.885,208.75,205.132,280.402,298.632,285.222,300.42,245.858,245.735,242.451,249.372,287.009,308.698,307.099,363.381,400.903,425.559,455.038,470.396,526.728,522.942,564.397,573.968,539.155,579.807,696.42,757.825,895.904,793.768,898.62,1071.421,1400.277,1504.839,1468.246,1453.441,1650.378,1917.459,2146.986,2001.411,2167.99,2504.579,2567.886,2479.282,3294.771,3323.769,3276.878,2469.743,3583.062,3279.386,3136.924,2447.893,3357.878,3513.831,3610.88,3525.34,4393.367,4385.167,4704.819
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  - Operating Expenses,IS_OPERATING_EXPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.423,20.496,22.665,5.233,28.427,25.098,30.698,35.188,50.093,47.916,51.645,4.153,68.938,59.732,69.73,71.754,71.079,65.847,81.244,90.501,100.041,78.009,80.277,83.88,88.068,73.326,82.699,88.828,98.359,86.484,98.509,115.707,128.158,127.543,139.249,126.679,178.162,183.518,188.38,238.548,247.793,229.581,226.316,229.734,255.187,251.581,249.979,281.093,303.308,295.959,344.631,405.35,429.272,448.107,490.756,514.074,489.702,509.437,590.384,603.891,638.962,665.961,689.993,826.118,953.699,1042.626,987.578,1237.674,1191.294,1211.04,1166.747,1542.899,1209.734,1146.651,1253.023,1525.04,1334.915,1476.139,1521.625,1837.973,1611.436,1701.103,1603.906,1897.989,1643.561,1686.648,1694.486,2029.231,1760.833,1782.33,1795.342
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.81,31.236,40.887,,,53.804,,,,59.102,62.061,65.323,68.634,53.403,60.959,66.379,75.256,59.483,70.099,84.239,90.759,91.652,98.373,80.72,127.257,125.653,118.9,157.765,164.992,148.034,143.795,147.595,163.212,158.455,154.439,182.965,192.998,180.777,223.678,279.474,286.166,293.046,318.994,333.215,303.092,319.233,392.878,397.979,405.091,423.477,459.77,578.986,671.389,743.531,678.958,905.885,818.53,827.807,786.971,1133.523,755.917,711.606,799.221,1038.104,809.708,938.818,957.738,1190.503,953.906,984.257,941.167,1224.063,956.286,1028.665,1037.327,1355.89,1058.36,1071.076,1060.279
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.803,26.338,32.867,,,47.031,,,,45.255,49.166,51.721,54.895,39.984,49.217,55.617,62.242,46.231,58.556,70.715,75.219,74.533,81.238,62.849,104.259,94.983,89.108,114.288,129.928,113.964,108.448,113.06,119.086,114.611,108.228,136.845,137.098,120.763,145.654,203.671,194.677,197.14,208.102,224.173,231.465,240.59,311.017,314.447,306.148,311.16,352.446,466.527,536.777,592.007,510.33,730.355,616.578,603.15,553.797,878.937,503.83,434.37,527.597,762.565,512.512,603.973,635.948,792.713,555.978,574.96,567.954,831.61,555.362,627.168,558.736,916.617,654.34,644.084,642.926
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.739,13.419,11.742,10.762,13.014,13.252,11.543,13.524,15.54,17.119,17.135,17.871,22.998,30.67,29.792,43.477,35.064,34.07,35.347,34.535,44.126,43.844,46.211,46.12,55.9,60.014,78.024,75.803,91.489,95.906,110.892,109.042,71.627,78.643,81.861,83.532,98.943,112.317,107.324,112.459,134.612,151.524,168.628,175.53,201.952,224.657,233.174,254.586,252.087,277.236,271.624,275.539,297.196,334.845,321.79,397.79,397.928,409.297,373.213,392.453,400.924,401.497,478.591,439.273,404.02,426.992,417.353
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.267,22.186,23.368,24.052,24.2,27.119,30.014,33.209,37.399,37.863,42.108,45.959,50.905,57.865,69.48,80.783,82.801,81.547,82.521,82.139,91.975,93.126,95.54,98.128,110.31,115.182,120.953,125.876,143.106,155.061,171.762,180.859,186.61,190.204,197.506,205.912,233.871,242.484,230.223,247.132,282.31,299.095,308.62,331.789,372.764,383.233,379.776,409.376,453.817,435.045,453.802,486.936,525.207,537.321,563.887,647.47,657.53,716.846,662.739,673.926,687.275,657.983,657.159,673.341,702.473,711.254,735.063
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.833,-2.263,-1.628,-1.603,-1.097,-0.118,-1.604,-1.741,0,-1.972,-1.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),IS_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.054,-2.228,-3.43,-2.801,-2.765,2.848,2.856,1.533,-6.35,2.617,18.398,2.129,-9.783,4.454,5.52,1.315,4.782,22.925,15.913,17.384,10.307,28.991,19.242,18.425,15.31,34.201,34.074,37.921,36.471,52.782,49.337,53.349,58.345,77.342,69.501,78.453,102.24,115.114,96.842,61.872,-1.935,16.154,16.135,19.638,31.822,57.117,57.12,82.288,97.595,129.6,110.407,65.046,97.456,74.835,73.641,59.894,49.453,70.37,106.036,153.934,256.942,127.807,208.627,245.303,446.578,462.213,480.668,215.767,459.084,706.419,980.239,458.512,958.256,1357.928,1314.863,954.242,1959.856,1847.63,1755.253,631.77,1971.626,1578.283,1533.018,549.904,1714.317,1827.183,1916.394,1496.109,2632.534,2602.837,2909.477
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.237,-1.723,-0.859,-0.175,-0.94,-0.192,-1.134,2.013,3.987,3.972,4.092,3.894,4,4.29,3.219,5.037,5.09,5.499,4.189,4.734,30.892,10.468,7.629,8.284,8.651,12.228,12.87,19.53,59.03,34.345,31.403,39.163,9.574,19.138,26.909,63.665,33.15,113.845,92.39,113.973,146.962,33.577,101.858,96.371,59.425,205.503,-32.084,309.179,162.386,322.326,453.403,447.825,-74.646,253.841,94.294,80.917,-8.066,-44.771,-88.829,510.568,245.443,147.851,7.345,347.959,17.955,88.981,206.523
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,,,,-0.56,-0.274,,-2.422,-1.013,-1.243,-1.478,-1.612,-2.452,-3.701,-4.687,-10.128,-5.35,-4.972,-5.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.586,46.742,,,,,,108.862,128.807,135.529,152.033,160.66,,184.083,189.151,197.079,,194.44,191.322,190.429,189.429,187.579,175.455,172.575,170.603,174.239,174.812,175.563,175.212,173.314,167.986,184.83
    + Interest Expense,IS_INT_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.531,,,11.441,0.191,,,,0.031,0.03,,0.17,0.038,0.003,0.013,0.353,0,0,0,0,0,0,0,,0.423,0.681,0.677,0.677,0.67,0.674,0.674,4.457,4.959,4.893,4.945,4.832,4.865,5.303,4.915,4.942,4.974,5.006,4.99,5.016,6.74,7.528,7.436,7.438,10.052,13.328,13.486,13.353,26.737,35.217,35.333,35.429,35.537,35.455,35.536,43.586,46.742,55.482,60.688,75.292,81.219,101.605,108.862,128.807,135.529,152.033,160.66,177.801,184.083,189.151,197.079,197.186,194.44,191.322,190.429,189.429,187.579,175.455,172.575,170.603,174.239,174.812,175.563,175.212,173.314,167.986,184.83
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581,,,,0.591,0.304,,2.592,1.051,1.246,1.491,1.965,2.452,3.701,4.687,10.128,5.35,4.972,5.089,4.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.66,-2.404,-1.536,-0.852,-1.61,-0.866,-1.808,-2.444,-0.972,-0.921,-0.853,-0.938,-0.865,-1.013,-1.696,0.095,0.116,0.493,-0.801,-0.282,24.152,2.94,0.193,0.846,-1.401,-1.1,-0.616,6.177,32.293,-0.872,-3.93,3.734,-25.963,-16.317,-8.627,20.079,-13.592,58.363,31.702,38.681,65.743,-68.028,-7.004,-32.436,-76.104,53.47,-192.744,131.378,-21.697,133.175,256.324,250.639,-269.086,62.519,-96.135,-108.512,-195.645,-220.226,-261.404,339.965,71.204,-26.961,-168.218,172.747,-155.359,-79.005,21.693
"Pretax Income (Loss), Adjusted",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.508,-13.115,-2.85,-2.315,-2.566,3.313,3.303,1.533,-5.821,2.861,18.925,5.75,-8.77,5.697,6.998,4.41,7.234,27.59,21.742,23.752,16.565,43.245,26.641,25.05,22.547,35.924,34.933,38.096,37.411,52.974,50.471,51.336,54.358,73.37,65.409,74.559,98.24,110.824,93.623,56.835,-7.025,10.655,11.946,14.904,0.93,46.649,49.491,74.004,88.944,117.372,97.537,45.516,38.426,40.49,42.238,20.731,39.879,51.232,79.127,90.269,223.792,13.962,116.237,131.33,299.616,428.636,378.81,119.396,399.659,500.916,1012.323,149.333,795.87,1035.602,861.46,506.417,2034.502,1593.789,1660.959,550.853,1979.692,1623.054,1621.847,39.336,1468.874,1679.332,1909.049,1148.15,2614.579,2513.856,2702.954
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.127,2.622,,4.552,1.704,2.777,3.832,4.435,4.134,3.66,4.358,,,,,,-0.964,,,-0.908,-9.282,-2.31,-3.392,-0.833,-2.263,-1.628,-1.603,-1.097,-0.118,-1.604,-1.741,0,-1.972,-1.232,0,0,0,0,0,0,0,0,0,25.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.6329,315.1899,326.5823,-320.2532,79.8405,-136.488,131.6456,-205.0633,-385.4595,-348.458,461.681,0,36.6481,-172.678,239.371,-130.801,-42.692,104.809
