LLY US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
    + Inc in LT Investment,CF_INCR_INVEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.2,-64.6,-126.8,-136.9,-7.9,-20.4,-6.8,-22.5,-2.9,-31.9,-1.4,-90.1,-139.7,-587.1,-757.7,0,-909,-954.5,-880.3,-317.9,-50.9,-93,-1142.2,-3904.2,-819.1,-1878.6,-1199.7,-3107.9,-1342.2,-764.3,-1163.8,-8697.4,-139.8,-78.3,-53.8,-911.2,-630.7,-372.5,-215.5,-94.5,-210.2,-148,-113.1,-404,-41.5,-937.8,-316.1,-1117,-67.7,-55.1,-206.5,-103,-57.2,-195,-266,-549,-238.3,-1397.8,-1023.2,-1800.1,-2156.1,-1320.5,-2030.2,-2111.8,-1861.4,-4614.7,-3763.4,,-2770.2,-2824.5,-3042,-1166,-924.4,-908.4,-840.6,-553.1,-716.7,-1552.5,-1371.5,-705.3,-945.9,-1412.9,-1380.8,-872,-561.6,-114.9,-43.2,-118.2,-60.6,-86,-50.1,-50.8,-83,-71.8,-68.9,-135,-291.5,-211.6,-207,-219.8,-116.7,-134.7,-222.7,-126.1,-146,-197.4,-131.4,-256,-117.1,-133,
  + Net Cash From Acq & Div,CF_NT_CSH_RCVD_PD_FOR_ACQUIS_DIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-90,-50,-148.4,-180.3,-280.7,-388,0,-307.8,0,-195.4,-3.9,0,0,0,0,-43.7,-57.1,0,-551.4,-45,-50,-5476.7,-136,-61.1,-169.3,0,-45,0,-55,-1713.9,0,-205,-50,0,-1548.2,-30,-229.4,-7114.6,-45,-77.7,0,-862.3,-241.4,-22,-364.8,-939.2,-150,-118.8,-102.8,-515.6,-442.6,-34.9,-465.1,-235,-98.1,-3030.9,-1624.8,-96.5,-178,
    + Cash from Divestitures,CF_CASH_FOR_DIVESTITURES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Cash for Acq of Subs,CF_CASH_FOR_ACQUIS_SUBSIDIARIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-90,-50,-148.4,-180.3,-280.7,-388,0,-307.8,0,-195.4,-3.9,0,0,0,0,-43.7,-57.1,0,-551.4,-45,-50,-5476.7,-136,-61.1,-169.3,0,-45,0,-55,-1713.9,0,-205,-50,0,-1548.2,-30,-229.4,-7114.6,-45,-77.7,0,-862.3,-241.4,-22,-364.8,-939.2,-150,-118.8,-102.8,-515.6,-442.6,-34.9,-465.1,-235,-98.1,-3030.9,-1624.8,-96.5,-178,
    + Cash for JVs,CF_CASH_FOR_JOINT_VENTURES_ASSOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
  + Other Investing Activities,OTHER_INVESTING_ACT_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,-16.3,1197.2989,4.9,1.4,17.2,-52.5,-46.7,-38.1,1544.7,-56,18.6,29.4,-22.9,-43.2,-30.8,-37.5,-19.5,-30.5,-145.7,-174,-50.7,-60.8,-135.8,-720.6,316.6,434.9,-55.2,-139.5,-158.5,-20.9,-724.8,-784.6,2018,-825.3,-576,-907.6,64.9,165.9,474,721.7,-2272.8,-303.1,-425.8,-325.7,-844.3,-74.7,429.9,-5043.1,267.2,151.5,73.7,-187.8,-11.3,-48.6,-220.5,-625.4,504.7,-182.1,24.1,-874.8,440.3,124.8,1041.1,79,1276,134.6,97.4,8098.6,752.2,230.2,-81.2,-4223.2,5744.3,296.4,83.8,467.1,386.7,241.6,116.8,-560.6,871.2,-1194,-508.8,2078.6,317.3,2021.9,-104.7,18.1,-383.4,99.5,-114.6,-130.3,88.2,27.1,8.4,97.4,-37.3,82.5,-29.2,-27.8,-121.3,34.7,-163.6,57.8,78.8,468.1,964.3,-4.8,-48.2,-842.5,
  + Net Cash From Disc Ops,CF_NET_CASH_DISCONTINUED_OPS_INV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cash from Investing Activities,CF_CASH_FROM_INV_ACT,,,,,,,,,,,,,,,,,,,,,,,,-158.2,,,,-83,2.2,1099.4,-24.9,-267,-48.5,-31.9,-108.2,-105.3,1561.3,-177.8,-106.3,-190.5,179.6,-751,-908.3,423.2,-1066.6,-1173.6,-1239.4,-485.2,-168.9,-99.2,-1543.3,-663,1,-471,-116.3,-745.2,-946.2,-573.8,-1199.9,2035.1,1823.5,-1198,-832.2,-2009.2,-171.7,-86.6,211.7,655,-2455.3,-153,-655.7,-1064.1,-1034,-840.1,71.6,-5466.3,227.3,102.1,67.7,-254.3,-52.6,-754.2,-788.5,-1564.5,-40.7,-1898.6,-1008.3,-1876.8,-652.3,-385.3,-132.7,-1662.5,1355.1,-1251.7,-943.8,-1232.4,388.4,-468.9,-1649.7,-2178.9,160.8,182.4,-570.1,253.7,-145.4,-1020.9,-794.7,-1178.1,-1429.6,-2248.9,-1758,1652.9,-170.3,3133.4,-398.1,-659,-7678.7,61,-423.8,-41.4,-1060.9,-210.4,-313.5,-674.1,-1283.5,-483.3,-616.5,-379,-1037.6,-826.5,-955.3,-943.5,-688.8,-459.1,-3080.5,-2924.3,-1177.6,-2198.7,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Financing Activities,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  + Dividends Paid,CF_DVD_PAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-197.9,-198.9,-198,-223.2,-220.7,-220,-221.6,-215.4,-251.6,-250.6,-249.3,-249,-282.2,-281.1,-281.7,-281,-302,-301.3,-302.1,-301.8,-334,-333.5,-334.5,-333.8,-360.5,-358.6,-363,-360.9,-384.3,-384.9,-385.1,-385.5,-413.2,-408,-424.5,-409.2,-433.5,-431.1,-436.9,-434.8,-462.9,-463.6,-463.3,-463.8,-513.6,-507.6,-520.3,-515.2,-536.8,-539,-536.6,-539.7,-539.2,-536.7,-545.3,-544.1,-543.2,-552.1,-540.9,-543.9,-544.6,-550.4,-544.2,-548.2,-531.1,-533,-527.7,-528.9,-524.1,-526.9,-525,-525.2,-527.9,-539.8,-526.3,-533.3,-538.3,-541.2,-537.9,-541.1,-547.4,-548.7,-547.7,-548.3,-587.3,-579.3,-572.6,-572.6,-637.2,-598,-587.4,-587.2,-671.3,-674.2,-671.6,-670,-774.8,-768.3,-770.4,-773.3,-885.5,-883.7,-882.2,-884.4,-1017.2,-1017.8,-1016.2,-1018.1,-1169.2,-1172.4,
  + Cash From (Repayment) Debt,PROC_FR_REPAYMNTS_BOR_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.5,-759.1,-306.3,-207.8,3.1,-40.5,164.9,-303.9,-21.3,0.7,818.1,-106.9,-194.4,-6.4,-14.5,-13.8,274.9,240.6,183.5,-104.3,485.5,18.1,1092.4,-361.6,65.3,-9.9,269.8,-282.5,358.6,-36.9,967.3,352.3,-1885.3,-0.6,1899.3,-6.8,-93.9,-1.3,-1505.6,-1189.1,1398.9,-274,-114.7,-25.6,-343.2,-13.4,-46.3,4813.7,-1843.6,-569.2,-416.6,-594.8,-7.8,7.2,126,-1.4,-170.8,-12.3,99.9,-112.6,-1512.4,-2.3,-0.5,4.1,-0.9,-0.8,-1.3,-7.5,-9.1,-29.5,302.1,2375.2,91.9,-265.8,-2.8,-4.9,-1.1,1206.2,-0.4,1294.9,-132.7,1859.9,1101,170.7,-2002.8,752.6,429.3,91.6,5698.7,-286.3,-505.5,-221.5,1472.4,-995.5,394.8,-580.1,-3.7,200,307.7,-2.6,-210.4,767.6,-375.9,-243.3,2460.5,0,1595,4594.4,1247.7,2735.9,
  + Cash (Repurchase) of Equity,PROC_FR_REPURCH_EQTY_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,44.5,-277,193.6,-461.9,-402.1,-414.7,-479.9001,-249.7,-640.8,-150.4,-412.1,-241.8,-260.6,-127.3,-244.7,-264.3,-13.2,-60.6,-98.1,-28,-111.3,-56,-125.3,-47.9,-187.5,24,33.4,46.5,29.3,13.1,15.6,12.5,22.4,36.3,-343.2,-114.3,6.1,30.3,15.4,7.6,12.6,1.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-721.1,-1198.1,0,0,-500,-55,-145,-300,-300,-310.6,-124.9,-61.1,-252.9,-300.1,0,0,-300,0,-199.9,0,-99.9,-1100,-950.7,-1000,-1100,-3500,0,-600,-300,-500,0,0,0,0,-500,0,-750,-1500,0,0,0,-750,0,0,0,0,0,
    + Increase in Capital Stock,CF_INCR_CAP_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,44.5,0,267.9,0,0,0,414,0,0,0,0,0,0,124.5,53.9,42.7,42.7,0,24.1,27.6,11.2,9.8,16,17.7,28,24,33.4,46.5,29.3,13.1,15.6,12.5,22.4,36.3,34.7,7.8,6.1,30.3,15.4,7.6,12.6,1.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Decrease in Capital Stock,CF_DECR_CAP_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-277,-74.3,-461.9,-402.1,-414.7,-893.9001,-249.7,-640.8,-150.4,-412.1,-241.8,-260.6,-251.8,-298.6,-307,-55.9,-60.6,-122.2,-55.6,-122.5,-65.8,-141.3,-65.6,-215.5,0,0,0,0,0,0,0,0,0,-377.9,-122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-721.1,-1198.1,0,0,-500,-55,-145,-300,-300,-310.6,-124.9,-61.1,-252.9,-300.1,0,0,-300,0,-199.9,0,-99.9,-1100,-950.7,-1000,-1100,-3500,0,-600,-300,-500,0,0,0,0,-500,0,-750,-1500,0,0,0,-750,0,0,0,0,0,
  + Other Financing Activities,OTHER_FIN_AND_DEC_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.1,-18.4,-37,-11.2,-12.1,10.9,25,1.2,-20.8,-20.5,6.5,296,26,70.7,-162.8,35.1,-53.2,-32,59.7,-35.2,-14.2,127.9,7.2,-51.6,11.3,32.2,1.2,28.8,2.5,8.4,-14.6,222,-99.9,-55.2,28,-8.9,10.5,36.6,24.7,35.2,2,18.6,62.8,45.7,113.1,3.1,-151.3,-69.6,0,-3.4,40,6,0,-2,25.5,-4.1,0.2,0.1,0.1,5.6,0,0,0,0,0,0,0,0,-6.9,-1.1,117,-12.9,45.4,-12.7,-5,-80.3,-84.7,22.2,-169.7,-68.6,-195.6,-51.4,-52.6,-64.8,-176.4,-54,1576,-58.7,-193.7,-1.5,0,-4.9,-194.4,-3.5,-2.3,-41.4,-279.9,-14.9,-0.5,-0.6,-282.4,-7.6,-5.2,-13.7,-281,-15.6,-6.8,-31.6,-389.8,-8,
  + Net Cash From Disc Ops,CF_NET_CASH_DISCONTINUED_OPS_FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cash from Financing Activities,CFF_ACTIVITIES_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.5,-931.9,-818.3,-248.6,-691.6,-651.7,-446.4,-998.0001,-543.4,-911.2,424.9,-472,-692.4,-477.4,-586.3,-504.4,-344.6,-105.9,-119.5,-539.4,109.3,-298.8,709.1,-872.3,-331.8,-523.8,-68,-581.2,23.3,-384.1,580.7,204.4,-2385.9,-441.4,1539.1,-768.1,-631.2,-389.7,-1887.5,-1573.3,945.6,-706.4,-513.8,-440.6,-743.7,-517.9,-717.9,4228.9,-2380.4,-1111.6,-913.2,-1128.5,-547,-531.5,-393.8,-549.6,-713.8,-564.3,-440.9,-650.9,-2057,-552.7,-544.7,-1265.2,-1730.1,-533.8,-529,-1036.4,-595.1,-702.5,-405.9,1537.1,-701.2,-943.2,-595.2,-871.4,-924.2,687.2,-708,385.2,-875.7,1059.9,500.7,-542.3,-3866.5,-831.4,432.7,-1639.7,1367.8,-885.8,-1692.9,-1113.6,106.7,-1673.2,-279.1,-1291.5,-1058.4,-1083.2,-463.2,-1526.5,-2878.3,-123.7,-1263.3,-1141.4,412.3,-1033.4,572,3544.7,-311.3,1555.5,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Effect of Foreign Exchange Rates,CF_EFFECT_FOREIGN_EXCHANGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.4,95.4,65.7,-21.1,-96.1,-187.6,168.5,-29.6,91.6,29.7,-140,-92.2,56.5,-144.4,106.5,25.3,-86.6,-1.8,63.6,3.3,-7.8,-4.8,-235.6,-93.3,-181.6,62.9,-16.1,49.2,-70.1,-29.9,-15.9,-120.5,0.2,-9.1,30.6,-42.2,148.4,-86.5,-13.7,-111.8,37.8,27.1,-119.8,-35,-66.7,54.3,16.2,212.2,-10.2,8.6,16.6,-220.7,33.6,-69.4,-3.6,-128.2,24.8,9.2,5.3,129.3,-35.5,-59.6,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Changes in Cash,CF_NET_CHNG_CASH,,,,441.1,,,,437,,,,699.9,,,,528.3,,,,542.7,,,,608.4,,,,620.4,228.4,810.9,-348.9,443.4,-682.8,50.5,228.3,-47.8,908.7,-372.7,1260.2,570.6,97.4,-427.3,-254.3,998.7,-883.6,-259.5,-325.5,56,178.6,170.3,-265,-840.3,258.2,-166.8,878.8,-159.8,-345.9,-13.7,180.7,2787.9,242.4,-965.3,327.3,-1963,-548.4,211.4,-499.8,939.4,-617.9,-270.9,275,725,-75.1,-277.1,1485.3,1143.1,-2183.6,9.2,525.9,614.7,262.3,438.3,745.3,84.4,513.2,-392.9,484.2,-675.2,-1800.3,223.6,973.4,-1300.4,-82.2,-150.1,582.4,-538.7,57.8,-122.3,-599.9,705.8,-806.8,250.7,-76.7,427.6,-1358.8,930.4,251,1093.1,-1965.2,453,654.4,2811.9,-3451.9,3733,2142.7,-961.8,-5961.8,253.8,-726.4,773.7,-638.5,666.1,1230.2,61.8,-654.7,217.6,568.2,30.3,-1359.3,163.7,-5.5,-550.4,1478.9,-851.4,-313.7,437.8,-358.4,763.4,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Paid for Taxes,CF_CASH_PAID_FOR_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.5,,,,1076.7,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Cash Paid for Acquisitions,CF_NET_CASH_PAID_FOR_AQUIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,0.8,,,,,,,,31.8,-32.4,,,,,,,,,,,,,,,,,71.7,0,0,0,0,0,0,0,,,,,2250.6,354.3,87.6,5.7,0,0,44.4,6160.6,0,0,0,90,50,148.4,180.3,280.7,388,0,307.8,0,195.4,3.9,0,0,0,0,43.7,57.1,0,551.4,45,50,5476.7,136,61.1,169.3,0,45,0,55,1713.9,0,205,50,0,1548.2,30,229.4,7114.6,45,77.7,0,862.3,241.4,22,364.8,939.2,150,118.8,102.8,515.6,442.6,34.9,465.1,235,98.1,3030.9,1624.8,96.5,178,
Free Cash Flow,CF_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,186.9,314.2,163.8,608.4,119.9,454.9,352.3,620.4,245,566.1012,416.6,806.4,-20.4,634.3,696.3,899.7,-193.9,607,815.4,1025,500.2,635.1,1083.3,835,373.6,831.4,805.4,767.2,45.5,341.2,249,304.1,310.4,440.2,680.7,508.8,113.4,436.3,343.3,78.4,562.6,296.4,-638.2,394.7,93.8,456.3,900.3,1447.7,652.4,342.3,1214.4,1863,1518.4,814.5,1910.7,2104.8,-69.1,746.4,1131.4,1761.8,832.9,1757.4,1595,1977.2,1074.7,1901.3,1897.7,1688.8,721.8,1126.5,1362.3,1188.8,221.5,1500.8,1737.8,1262.8,70.3,799,1394.4,1032.1,-273.4,724.7,831.2,615.9,-373.4,1048.6,1542.1,1596.7,170.9,1429.5,1638.4,1300,200,1207.5,1852,1054.4,107.6,811.2,1246.7,1637.2,124.1,2213.6,1413.5,1360.5,1397.1,1394.2,1294.5,1865.1,2157.6,812.3,1599.5,1162,1062.1,-106.3,1219.2,-1382.5,179.7,241.4,
Free Cash Flow to Firm,CF_FREE_CASH_FLOW_FIRM,,,,,,,,,,,,,,,,,,,,,233.9009,365.5353,217.479,670.1808,171.8379,510.9936,407.3518,673.9396,290.45,469.3692,459.3574,846.8402,15.8059,666.6828,735.1147,935.2662,-157.4392,640.5388,851.2032,1064.1729,538.8987,670.5901,1117.7001,870.8027,405.8907,862.9136,839.767,785.2911,52.9877,359.8427,266.6761,322.7415,323.1728,455.7139,693.024,516.396,119.4499,442.1778,357.7301,78.3248,581.7872,302.8771,-619.2467,430.4787,145.1504,508.2823,949.834,1475.1446,689.8772,384.6209,1258.2625,1912.0409,1568.1934,848.3596,1945.1322,,-0.7695,797.1539,1183.5314,1802.209,867.6872,1794.2976,1631.7958,2013.0447,1112.6623,1936.563,1934.7273,1730.0707,756.1015,1159.9948,1395.5588,1223.5254,253.474,1532.8878,1769.4396,1294.5417,101.1875,826.6895,1423.4967,1063.3031,-238.3514,757.2282,861.1945,654.0546,-339.7014,1082.7987,1579.93,1641.1737,86.5327,1472.363,1696.5333,933.1608,252.3048,855.9345,1901.5794,1103.37,173.9865,911.6069,1342.4952,1723.4471,204.299,2289.453,1488.8358,1436.9726,1477.6983,1469.9942,1369.0237,1941.4653,2236.2698,883.1983,1675.0756,1239.6411,1152.4809,-4.7571,1202.4583,-1261.8835,338.5363,396.2792,
Free Cash Flow to Equity,FREE_CASH_FLOW_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.5,,,609.5,-17.9,,,626.2,-215.3,607.7,1633.5,996.4,305.8,628.7,1068.8,,,1072,988.9,694.5,531,359.3,1341.4,-20.7,375.7,430.3,950.5,287.5,472,399.4,1310.6,451.2,-1322.7,295.8,1261.1,399,-0.1,455,-605.3,323.8,2051.3,68.3,1099.7,1869.7,1175.2,801.1,1864.4,,,177.2,714.8,1184.7,825.1,1764.6,1721,2000.4,903.9,1889,1997.6,1601.5,-790.6,1124.2,1361.8,1214.9,220.6,,,1434.7,61.2,769.5,1696.5,3422.6,-181.5,458.9,828.4,703.6,-374.5,2254.8,1541.7,2965,38.2,3289.4,2739.4,1511.4,-1802.8,1960.1,2281.3,1146,5806.3,524.9,741.2,1770.5,1596.5,1218.1,1808.3,780.4,1393.4,1594.2,1602.2,1862.5,1947.2,1579.9,1223.6,918.7,3522.6,-106.3,2814.2,3211.9,1427.4,2977.3,
Free Cash Flow per Basic Share,FREE_CASH_FLOW_PER_SH,,,,,,,,,,,,,,,,,,,,,0.1616,0.2715,0.1429,0.5568,0.1097,0.4156,0.3223,0.5668,0.2163,0.5135,0.1891,0.7323,-0.0185,0.5776,0.6379,0.8244,-0.1774,0.5567,0.7521,0.9465,0.4614,0.5873,1.0021,0.7733,0.3464,0.7719,0.7477,0.7121,0.0422,0.3167,0.2312,0.2825,0.2884,0.4088,0.6325,0.4724,0.105,0.4025,0.3165,0.0722,0.5176,0.2725,-0.5861,0.3616,0.0864,0.4207,0.8293,1.3299,0.5987,0.3143,1.115,1.7053,1.3911,0.7458,1.7494,1.9196,-0.063,0.6803,1.0307,1.5996,0.7548,1.5921,1.4432,1.7809,0.9665,1.7069,1.7038,1.5135,0.6462,1.007,1.2168,1.0673,0.2036,1.3894,1.6088,1.1704,0.0655,0.7455,1.3037,0.9648,-0.2569,0.6826,0.7831,0.5784,-0.3521,0.9914,1.458,1.5099,0.1618,1.355,1.5553,1.2368,0.1908,1.1721,1.815,1.0355,0.1098,0.881,1.3642,1.7899,0.1366,2.44,1.5581,1.4908,1.5373,1.5366,1.4277,2.0506,2.3875,0.9023,1.7758,1.2844,1.1788,-0.1182,1.355,-1.5293,0.1995,0.268,
Price to Free Cash Flow,PX_TO_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,24.8259,30.0653,26.5295,22.9622,25.8039,27.0362,33.7593,40.7214,42.167,42.098,44.7505,40.5919,43.9672,45.5698,38.8924,32.8182,32.0025,23.052,36.3531,27.0653,32.9526,28.2963,25.5726,30.5761,30.4634,33.509,31.0087,42.4927,72.7618,51.0761,56.9526,36.8434,39.0263,41.331,43.3584,46.3213,63.3281,39.8082,47.2616,193.7717,100.0512,411.5694,195.6416,33.5706,19.5408,16.8977,18.189,16.9539,14.3007,11.3991,9.3116,7.8743,6.936,7.6773,8.0816,9.2584,10.9959,8.9093,6.7306,6.7777,6.2897,6.082,6.3638,6.0036,7.0553,7.2284,8.8103,10.8158,12.5267,16.2507,12.6696,11.7896,11.6648,13.9016,17.3165,19.7406,22.4029,26.3504,30.9898,38.5035,47.1474,42.5606,39.3602,29.9969,20.3901,20.4098,18.3515,18.6686,19.6012,17.8355,20.5362,24.3073,27.4649,31.401,28.8424,32.9843,31.7092,33.2527,28.6489,24.9836,30.0129,26.5889,37.4858,38.5568,42.1567,38.6859,47.906,45.4387,57.6129,66.7969,113.8066,145.1712,657.7224,878.0388,3089.3658,3023.032
