SO US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Paid for Taxes,CF_CASH_PAID_FOR_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.48,,,,25.057,114.073,172.206,330.664,3.126,100.837,186.601,290.436,0,231.701,24.013,469.355,57.638,183.747,162.612,0,0,1.68,56.962,132.718,25.884,4.926,5.163,,31.855,14.041,-10.882,64.986,0.919,51.234,193.788,403.059,-19.257,285.53,122.361,343.366,3.719,277.183,208.698,47.4,172.517,295.761,176.263,330.459,5.61,279.637,-7.531,-1.716,-357,2,-3,-43,2,-36,40,32,4,138,7,-10,7,205,51,9,-289,273,3,4,-141,3,-13,3,-6,7,-188,-223,-1,5,133,35,0,210,55,11,-16,8,74,-2,-51,139,4,1,8,149,3,-14,9,-49,51,121,9,53,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Requesting Data...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Cash Paid for Acquisitions,CF_NET_CASH_PAID_FOR_AQUIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.57,1476.99,1472.217,,0.918,60.578,0,,,,0,,,,58.572,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,731,0,0,1128,591,114,783,8616,1167,1004,42,-30,38,46,-46,0,65,,,0,50,0,81,0,0,345,-345,0,0,0,0,0,,,,0,,,,
Free Cash Flow,CF_FREE_CASH_FLOW,275.331,280.393,843.925,457.351,333.737,365.373,848.598,409.292,364.916,398.917,964.012,359.155,515.743,346.984,934.816,529.577,477.663,422.404,863.534,287.489,204.871,113.437,728.61,-44.918,116.378,173.486,746.577,242.319,246.387,197.944,711.549,-228.15,167.44,96.7599,517.455,135.345,-265.929,133.622,527.976,-30.669,-43.363,505.253,447.484,-246.374,-199.074,-297.922,430.7,20.296,-230.792,-129.021,631.614,-163.801,-168.26,223.3,889.809,70.373,-208.971,89.892,718.799,,-305.071,-63.584,751.11,-280.013,-516.951,62.696,287.316,-71.061,-500.155,-121.41,578.072,-174.507,-508.277,-111.654,314.351,-322.42,-763.364,-908.411,720.241,-580.466,-392.178,-215.905,1132.687,-749.604,-107,298,1198,-109,-697,38,1060,-466,-491,-217,1049,160,-101,-577,1354,-279,-226,-406,2107,-1048,-1051,-399,333,-1550,-659,-131,586,-1210,-356,-347,236,-983,-1028,-145,342,-1342,-740,250,388,-1010,-525,-143,241,-1091,-59,44,-992,-1276,-1146,-128,26,-908,-598,419,
Free Cash Flow to Firm,CF_FREE_CASH_FLOW_FIRM,411.8641,415.5429,977.5731,596.7757,458.8534,493.3475,970.3134,532.9898,482.7403,517.109,1079.9404,478.8174,625.4251,487.0435,1037.8006,627.8863,578.6055,523.9834,964.525,387.7655,306.1865,213.6643,830.1823,79.2671,231.8791,288.7623,859.8486,333.6616,373.9574,332.6053,829.6383,-40.759,327.7924,275.1954,674.9604,168.632,-114.6179,300.8571,693.7497,250.1715,61.1694,618.9824,556.7611,-117.2733,-101.6336,-196.6061,521.3259,135.5544,-122.7187,-14.8253,747.7896,-43.8837,-51.6649,345.5253,1003.8845,217.5005,-90.5198,208.3891,830.9317,,-161.1474,72.3275,882.6272,-106.7949,-368.8435,198.0029,427.1824,123.3192,-349.5014,30.2087,725.7388,13.9622,-361.0375,38.9669,456.1014,-168.2451,-659.7217,-748.5191,867.1455,-405.6446,-239.9477,-67.1696,1279.8121,-606.267,38.3453,425.3271,1335.1687,53.6354,-558.2603,183.2273,1198.5877,-334.0472,-331.1016,-74.1231,1180.2924,295.5955,38.3529,-438.0327,1489,-113.2434,-86.0438,-283.5238,2250.8503,-887.0923,-879.3482,-190.2214,605.3998,-1203.4728,-376.7143,198.3067,851.6639,-823.6614,52.6635,57.8664,539.3474,-601.3406,-769.0442,226.1887,682.9638,-1021.4791,-351.0588,690.4537,748.6402,-585.7494,-140.9214,253.5435,578.7935,-656.2503,334.3351,425.5018,-592.2856,-820.5859,-627.0067,417.0923,539.4991,-277.17,-47.602,976.8295,
Free Cash Flow to Equity,FREE_CASH_FLOW_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071.7241,216.0928,1212.3821,-2.254,214.1709,472.512,78.3901,-1075.073,-208.512,2105.09,640.599,842.377,3003.342,-2048.672,219.948,-647.618,2450.058,209.712,137.711,-1993.481,2395.286,632.756,-196.666,-2229.963,290.581,224.692,586.107,-343.158,270.066,218.869,329.632,,,,,,466.976,276.943,462.43,-297.73,138.783,249.741,416.414,-110.938,302.523,224.673,834.769,-98.549,29.59,339.646,75.069,-198.89,-181.9,176.984,1122.463,-545.348,-50,232,1176,-7,36,37,776,228,340,141,444,329,240,270,1351,145,851,472,1823,821,-134,9423,1426,546,772,848,732,-983,924,-872,-181,-993,522,611,2209,-396,1206,383,2596,-1996,1719,571,1241,597,547,793,-588,799,248,1870,146,116,1241,1033,
Free Cash Flow per Basic Share,FREE_CASH_FLOW_PER_SH,0.4348,0.4427,1.3368,0.7098,0.5286,0.5788,1.3442,0.6571,0.5762,0.6299,1.5257,0.5734,0.814,0.5455,1.4633,0.823,0.7389,0.6515,1.3276,0.4396,0.3099,0.1703,1.0944,-0.0673,0.1737,0.2583,1.1083,0.359,0.363,0.2899,1.0355,-0.3302,0.2409,0.1387,0.7416,0.194,-0.3807,0.1927,0.7782,-0.0458,-0.0664,0.7789,0.6891,-0.3727,-0.2917,-0.4338,0.6227,0.0292,-0.3292,-0.1827,0.8888,-0.2291,-0.234,0.3082,1.2192,0.096,-0.2837,0.1218,0.9722,,-0.41,-0.0851,1.0106,-0.3774,-0.6965,0.0844,0.3868,-0.0954,-0.6666,-0.1608,0.7623,-0.2295,-0.6634,-0.1452,0.4069,-0.4155,-0.9788,-1.1488,0.9021,-0.7166,-0.4768,-0.2606,1.355,-0.8903,-0.1262,0.3485,1.393,-0.126,-0.803,0.0436,1.21,-0.5362,-0.5644,-0.2483,1.1948,0.1808,-0.1135,-0.6447,1.5078,-0.3079,-0.2484,-0.4466,2.3154,-1.1504,-1.1474,-0.4272,0.344,-1.5752,-0.6636,-0.1313,0.5842,-1.2016,-0.3521,-0.3422,0.2307,-0.9507,-0.9904,-0.1389,0.3263,-1.2757,-0.7001,0.2363,0.3667,-0.9546,-0.4953,-0.1348,0.2271,-1.0273,-0.0555,0.0413,-0.9168,-1.1706,-1.0504,-0.1172,0.0238,-0.8315,-0.5466,0.3823,
Price to Free Cash Flow,PX_TO_FREE_CASH_FLOW,,,,2.9029,2.8883,2.6551,2.9017,3.3673,3.0753,3.3111,3.4146,3.5471,3.6635,3.7089,4.0348,3.6856,3.2407,3.1059,3.2034,3.8576,4.5477,6.0634,7.1056,9.9499,10.6056,10.2795,9.304,7.2555,6.1604,6.2839,6.7118,11.6028,13.6413,15.5425,22.6657,13.4581,20.4708,21.589,19.9982,26.2902,15.4261,9.8264,14.5795,19.6819,26.5933,29.2301,,,,195.7786,70.8761,192.1286,117.059,42.463,27.5781,21.7728,22.7662,25.2748,33.0792,37.4265,,,,250.0708,234.4278,1514.0025,1635.8785,,,,,,,,,,,,,,,,,,489.3483,58.7724,58.432,31.0802,55.2948,91.2146,141.9828,130.3999,306.6521,287.568,,73.0325,43.3425,73.5047,46.9148,111.1911,144.3268,82.9947,34.0587,99.5523,108.9565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow to Net Income,CASH_FLOW_TO_NET_INC,1.9256,1.1458,3.901,3.9779,2.0321,1.8469,2.1282,1.8337,1.7233,1.6033,2.2404,2.1615,2.562,1.2685,2.0125,3.3954,2.9316,1.5198,1.9716,1.4582,2.2367,1.4839,1.9978,2.4946,1.6415,1.6314,2.0644,3.0841,2.7467,2.3488,2.7377,1.7665,2.1277,1.9617,1.6583,,0.872,1.8902,1.7444,4.8282,1.4083,2.6431,1.519,2.7957,1.2851,1.3898,1.7227,3.8284,1.9651,1.7892,2.0309,4.4759,1.206,1.8229,1.9974,5.1304,0.9312,1.6775,1.8165,,0.5527,1.6052,1.7691,2.742,0.2491,1.7629,1.6673,4.3249,0.7797,1.6451,1.9463,4.2671,1.4307,2.02,1.538,4.4509,2.8265,0.4416,2.1586,3.3828,1.4469,1.2842,2.5337,2.7479,2.2785,2.2435,2.3676,4.7112,1.4792,1.8607,2.3031,2.1404,7.5979,3.8658,2.8354,3.9118,2.9973,1.5398,3.5605,3.5584,1.739,1.8569,3.0732,4.1908,1.756,1.9874,1.8748,2.875,1.3393,,2.3262,2.2769,1.6019,,1.9914,4.8262,0.3563,1.9612,1.7939,2.0225,1.0252,3.1705,2.1155,3.0537,1.0904,4.4202,1.9701,,1.5367,1.7885,0.9749,,0.9791,2.4535,1.9972,2.1205,1.1612,2.2344,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,SALES_REV_TURN,1667.567,2018.446,2437.582,1851.405,1783.241,2015.389,2363.239,1888.131,1807.89,2011.541,2385.5891,1867.98,1839.562,2068.126,2636.3811,1945.077,1932.4301,2068.4851,2381.335,1914.75,1929.043,2183.5701,2758.8479,2308.5391,2415.6179,2538.5681,2916.635,2487.0701,2584.4141,2717.1951,4071.2041,3238.187,2513.7151,2913.3811,3456.7849,2519.1189,2441.565,2791.08,3736.649,2615.706,2051.603,2522.742,3197.375,2294.28,2269.518,2561.804,3164.461,2159.217,2213.588,2630.772,3248.008,2456.632,2552.902,2859.223,3319.096,2519.779,2754.05,3008.9,3440.8,5442,2787.03,3119.646,4357.883,3289,3063.26,3591.503,4549.378,3152,3408.669,3771.928,4832.043,3340.36,3682.91,4215.187,5426.499,3802,3666.307,3885.164,4681.482,3510,4157.317,4207.419,5319.912,3771,4012,4521,5428,3696,3604,4181,5049,3703,3897,4246,5017,3927,4644,4467,5339,4049,4183,4337,5401,3568,3992,4459,6264,5181,5771,5430,6201,5629,6372,5627,6159,5337,5412,5098,5995,4914,5018,4620,5620,5117,5910,5198,6238,5767,6648,7206,8378,7047,6480,5748,6980,6045,6646,6463,
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,586.067,756.827,869.688,678.418,597.773,687.165,770.648,649.414,556.723,670.276,752.806,588.195,551.602,646.958,811.337,590.794,560.651,579.629,639.739,554.981,508.32,616.317,780.281,712.082,774.125,778.486,894.691,900.287,943.996,1000.427,1832.599,1536.978,782.327,919.482,1067.7159,844.475,786.892,901.042,1244.125,741.941,598.502,800.785,1099.65,742.063,721.507,852.237,1088.846,632.41,641.81,810.188,1028.715,799.287,847.429,867.82,1075.993,712.758,927.377,1088.07,1170.26,1896,962.837,1116.918,1755.552,1391,1152.956,1446.493,1864.937,1231,1380.592,1557.642,2020.182,1412.584,1544.847,1819.334,2531.087,1738,1513.911,1582.326,1900.318,1429,1771.724,1757.358,2178.97,1554,1576,1818,2123,1353,1205,1440,1717,1239,1357,1501,1725,1388,1834,1595,1850,1398,1356,1371,1713,956,1095,1270,1844,1775,1982,1649,1765,1980,2377,1846,1791,1938,1824,1390,1519,1459,1311,1039,1306,1409,1720,1399,1722,2124,2507,2689,3454,3179,2317,1517,1802,1816,1930,1570,
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,GROSS_PROFIT,1081.5,1261.619,1567.894,1172.987,1185.468,1328.2241,1592.591,1238.717,1251.167,1341.265,1632.7831,1279.785,1287.96,1421.168,1825.0441,1354.283,1371.7791,1488.8561,1741.5959,1359.769,1420.723,1567.2531,1978.5669,1596.4571,1641.4929,1760.0821,2021.944,1586.7831,1640.4181,1716.7681,2238.6051,1701.209,1731.3881,1993.8991,2389.069,1674.6439,1654.673,1890.038,2492.524,1873.765,1453.101,1721.957,2097.725,1552.217,1548.011,1709.567,2075.615,1526.807,1571.778,1820.584,2219.293,1657.345,1705.473,1991.403,2243.103,1807.021,1826.673,1920.83,2270.54,3546,1824.193,2002.728,2602.331,1898,1910.304,2145.01,2684.441,1921,2028.077,2214.286,2811.861,1927.776,2138.063,2395.853,2895.412,2064,2152.396,2302.838,2781.164,2081,2385.593,2450.061,3140.942,2217,2436,2703,3305,2343,2399,2741,3332,2464,2540,2745,3292,2539,2810,2872,3489,2651,2827,2966,3688,2612,2897,3189,4420,3406,3789,3781,4436,3649,3995,3781,4368,3399,3588,3708,4476,3455,3707,3581,4314,3708,4190,3799,4516,3643,4141,4517,4924,3868,4163,4231,5178,4229,4716,4893,
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,
  - Operating Expenses,IS_OPERATING_EXPN,704.199,713.197,726.255,796.349,735.427,811.851,776.385,664.337,733.831,762.019,765.021,835.129,780.723,835.028,870.304,903.406,928.874,861.574,845.723,899.829,883.352,920.853,981.951,1085.844,1058.205,1072.679,1044.634,1233.246,1098.084,1133.505,1186.079,1214.332,1141.125,1345.155,1322.325,1328.395,1169.698,1222.732,1313.413,1426.157,1025.158,1123.792,1058.935,1213.115,1072.697,1124.753,1077.73,1193.82,1054.278,1161.871,1149.241,1322.61,1117.39,1210.181,1148.754,1375.675,1172.41,1225.91,1157.57,2754,1264.514,1281.338,1325.355,1494,1320.011,1337.945,1326.728,1452,1336.75,1370.229,1430.278,1518.743,1429.974,1471.785,1490.716,1601,1662.719,1416.644,1365.888,1600,1463.599,1499.01,1682.427,1747,1582,1567,1653,1754,1633,1598,1592,1650,2215,2105,1801,1740,2110,1769,2211,2059,1870,1868,2039,2034,1957,2004,2503,2962,2537,5430,2445,2910,2619,3718,2194,2821,-103,2366,2463,2765,2444,2523,2479,2979,2592,3091,2793,3974,2757,2862,2731,3730,2945,2941,3068,3022,3013,2954,
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Income (Loss),IS_OPER_INC,377.301,548.422,841.639,376.638,450.041,516.373,816.206,574.38,517.336,579.246,867.762,444.656,507.237,586.14,954.74,450.877,442.905,627.282,895.873,459.94,537.371,646.4,996.616,510.613,583.288,687.403,977.31,353.537,542.334,583.263,1052.526,486.877,590.263,648.744,1066.744,346.249,484.975,667.306,1179.111,447.608,427.943,598.165,1038.79,339.102,475.314,584.814,997.885,332.987,517.5,658.713,1070.052,334.735,588.083,781.222,1094.349,431.346,654.266,694.917,1112.97,792,559.679,721.39,1276.976,404,590.293,807.065,1357.713,469,691.327,844.057,1381.583,409.033,708.089,924.068,1404.696,463,489.677,886.194,1415.276,481,921.994,951.051,1458.515,470,854,1136,1652,589,766,1143,1740,814,325,640,1491,799,700,1103,1278,592,957,1098,1649,578,940,1185,1917,444,1252,-1649,1991,739,1376,63,2174,578,3691,1342,2013,690,1263,1058,1835,729,1598,708,1723,-331,1384,1655,2193,138,1218,1290,2110,1207,1703,1939,
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.592,165.669,173.159,145,175.61,177.16,183.155,200,185,167,176,216,182,175,178,179,197,169,154,176,156,154,151,177,158,153,179,177,222,277,301,205,272,286,292,414,327,329,329,458,272,266,301,355,277,432,259,422,301,344,241,235,220,262,292,372,322,369,381,407,409,461,
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.207,180.46,169.271,220,168.304,168.562,174.513,229,187,163,175,219,180,188,179,163,170,170,149,140,149,148,144,149,150,141,158,165,193,248,322,332,359,366,389,419,428,438,422,417,398,398,401,410,422,409,405,435,404,405,402,435,411,435,452,500,517,540,554,566,607,643,
    + Interest Expense,IS_INT_EXPENSE,201.331,206.206,207.512,196.951,200.404,205.517,200.179,190.9,187.424,189.245,185.458,173.873,178.589,212.155,171.049,162.914,166.941,170.52,164.857,157.682,162.591,169.437,166.655,197.317,190.024,184.072,184.385,139.129,202.566,206.846,210.799,252.789,229.244,268.325,235.241,220.19,207.007,234.46,250.926,366.607,152.947,169.286,169.799,166.968,144.888,145.65,133.517,132.945,163.08,166.868,168.912,168.14,163.347,174.139,165.546,174.968,161.753,170.598,164.703,358,178.319,186.146,194.106,195,207.004,211.335,215.739,240,217.85,222.575,232.786,212.789,217.109,228.948,219.067,218,225.727,232.83,226.345,220,222.482,218.669,225.138,229,222,199,217,219,211,220,218,210,211,215,202,196,206,210,207,217,213,180,218,228,246,293,374,404,416,424,407,446,458,470,458,456,430,429,434,442,456,444,443,478,450,450,451,485,462,488,511,561,582,610,620,634,665,694,
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.486,40.142,45.91,,27.325,34.8,36.641,,,7.506,5.607,,4.803,4.141,6.645,,4.498,20.589,4.994,5.919,7.654,6.455,6.174,,5.272,6.223,9.104,24.505,6.672,6.237,12.748,15.343,10.555,9.66,11.638,13.147,9.805,1.188,9.744,,6.908,4.87,6.013,,4.787,4.807,5.463,,,,,,,,,6,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,-29,-31,-39,-28,-32,-6,-41,-31,-36,-40,-48,-33,-39,-42,-42,-30,-33,-48,-45,40,-30,-41,-46,-34,-28,-42,-48,-29,-32,-34,-45,-31,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.385,-14.791,3.888,-75,7.306,8.598,8.642,-29,-2,4,1,-3,2,-13,-1,16,27,-1,5,36,7,6,7,28,8,12,21,12,29,29,-21,-96,-87,-80,-97,-5,-101,-109,-93,41,-126,-132,-100,-55,-145,23,-146,-13,-103,-61,-161,-200,-191,-173,-160,-128,-195,-171,-173,-159,-198,-182,
"Pretax Income (Loss), Adjusted",PRETAX_INC,210.839,373.365,674.384,162.412,263.057,317.693,655.789,344.461,336.837,398.378,688.354,241.431,327.778,414.337,771.5,258.467,269.469,466.559,714.959,310.013,372.31,489.859,804.973,308.217,417.575,495.562,803.425,287.59,382.853,415.777,722.663,333.707,428.925,490.062,878.552,111.461,403.667,532.184,1188.85,262.299,289.839,450.436,886.251,143.474,335.733,455.859,885.355,187.053,345.053,490.669,872.109,133.169,423.35,623.122,898.051,162.477,459.669,520.691,957.493,404,393.428,542.665,1089.905,188,376.151,617.785,1152.534,242,504.402,644.864,1217.705,250.029,553.537,657.529,1231.145,263,309.085,720.525,1242.117,336,746.384,773.891,1275.36,270,669,969,1476,373,584,968,1562,635,128,471,1337,623,544,949,1127,415,799,945,1470,401,718,908,1616,239,980,-1935,1699,325,1049,-266,1845,120,3419,1076,1712,335,986,626,1576,307,1297,364,1482,-566,1164,1393,1901,-234,896,921,1729,800,1294,1478,
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,221,,,7,62,,,54,344.33,,,,,,,,,,-88,,37,,,,,,,,,,15.274,0.695,,-28,-12,-7.624,-13.376,0,0,0,0,202,-9.116,0,5,0,0,0,0,0,0,0,0,0,-19,0,0,561,450,150,29,380,0,418,70,9,29.1538,166,208,73,125,149,206,31,3025,78,312,-33,1233.6203,-300,52,-2558,-3,114,-132,-66,337,59,210,-165,693,154,858,-22,49,-76,458,-35,41,168,-99.9367,4,-21,
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,-14,-114,28,38,105,-139,32,24,41,-63,-29,14,-136,-31,31,62,-78,-166,147,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.999,,,,8.895,,,,,,,,,,,,,,,,,,,,,,,15.274,0.695,,,,,,,,,,,,,,,,,,,,,,,,,,540,450,150,40,380,,418,70,9,23,150,183,53,81,88,206,141,3012,34,211,44,1060,2,7,4,8,95,43,3,152,-3,281,45,551,273,924,1,54,-62,324,2,41,166,-6,4,-21,
