VMC US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
  + Other Investing Activities,OTHER_INVESTING_ACT_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1.441,-0.002,-10.493,-18.401,0.109,12.577,-18.852,-767.651,27.383,4.018,-28.056,-0.003,7.004,0,-258.855,-122.96,-6.302,0,-9.532,-1.207,-22.403,-18.528,-3.828,-3.653,-4.182,-4.705,-226.424,196.756,-74.772,-63.967,84.716,5.778,3.204,31.44,14.827,92.572,91.801,137.181,-149.867,-48.692,0.627,23.065,-3239.942,-4.607,156.045,-7.862,-3.761,25.526,5.778,-0.038,1.616,-3.672,-0.357,4.392,3.563,0.4,0.964,0.32,-0.134,0.031,0.018,0.914,0.798,0.002,0,0,-0.041,-63.024,0.937,62.087,0.033,-0.334,0,0.033,-0.049,2.699,0.313,0.626,-9.348,0,0.405,0,-3.653,-0.034,-10.192,-1.99,-0.634,-7.237,2.66,-6.765,-0.655,9.872,-4.297,5.244,0.581,0,-0.01,0.146,-0.061,-0.1,-0.1,0.1,0.2,0,130,0,0,-0.1,0.1,
  + Net Cash From Disc Ops,CF_NET_CASH_DISCONTINUED_OPS_INV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Investing Activities,CF_CASH_FROM_INV_ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.063,-36.422,-51.245,-30.082,-38.979,-48.064,-40.879,-29.91,-81.918,-851.387,0.902,-54.836,-70.568,-93.001,-84.49,-37.954,-314.469,-213.48,-77.599,-53.905,-41.674,-70.715,-75.141,-82.625,-40.375,-49.989,-47.308,-6.633,-247.257,159.943,-113.11,-104.168,44.645,-37.946,-48.85,-18.923,-43.453,-0.539,2.485,26.474,-108.578,-120.505,-106.868,-87.999,-3338.927,-107.305,73.661,-101.209,-54.187,14.608,-64.797,-27.216,-2.597,28.687,-20.696,-50.174,-46.193,-10.931,-20.216,40.059,-28.391,3.76,0.601,-13.196,19.234,-67.274,-27.291,-46.116,-155.509,628.811,-67.874,-258.352,-64.254,-47.591,-119.432,-64.43,-77.139,-106.11,-89.826,-83.612,-85.529,-316.85,-175.811,-73.938,-702.892,-192.024,-264.585,-92.889,-120.393,-119.878,-96.47,-86.909,-112.58,-130.242,-89.284,-34.221,-127.753,85.8,-87.344,-1759.112,-113.516,-302.5,-166.2,-472,-112.3,-61.7,-141.5,-306,345.7,-163.8,-370,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Financing Activities,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  + Dividends Paid,CF_DVD_PAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.007,-15.891,-15.894,-15.83,-17.418,-17.668,-17.493,-17.436,-19.666,-19.703,-19.706,-19.655,-21.154,-21.196,-21.199,-21.216,-22.741,-22.764,-22.783,-22.792,-23.829,-23.842,-23.855,-23.858,-24.878,-24.88,-24.9,-24.922,-26.52,-26.565,-26.599,-26.647,-29.839,-29.597,-29.61,-29.183,-37.167,-36.688,-35.254,-34.973,-43.762,-43.848,-43.949,-49.756,-53.177,-53.799,-53.84,-53.967,-54.069,-54.683,-31.296,-31.42,-31.6,-32,-32.096,-32.096,-32.265,-32.305,-32.308,-1.294,-1.295,-1.295,-1.295,-1.298,-1.299,-1.299,-1.292,-1.301,-6.531,-6.543,-7.899,-7.911,-13.253,-13.296,-13.329,-13.336,-26.718,-26.62,-26.527,-26.468,-33.152,-33.042,-33.069,-33.072,-37.176,-37.02,-36.996,-36.917,-40.939,-40.988,-41.016,-41.03,-45.1,-45.028,-45.033,-45.039,-49.1,-49.088,-49.094,-49.133,-53.2,-53.1,-53.2,-53.1,-57.2,-57.2,-57.2,-56.8,-62,-60.8,
  + Cash From (Repayment) Debt,PROC_FR_REPAYMNTS_BOR_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.184,-4.919,1.291,-0.842,-0.977,-5.342,-0.399,-0.001,657.651,-3.165,-35.042,-128.683,-10.525,45.396,-41.292,160.981,133.101,43.551,-104.33,-66.977,-17.465,-4.29,-8.763,-0.755,-2.761,-2.403,-8.222,-36.75,-7.501,-244.873,21.637,-48.252,-0.489,-8.891,-0.164,-2.059,-240.305,217,19.585,128.988,41.153,-16.42,-76.504,3165.767,100.786,-34.191,-46.082,-129.229,-34.898,-521.079,-141.036,-115.014,-11.606,19.906,11.194,-39.71,11.441,-934.68,-100.213,-24.276,-0.09,-0.015,-0.015,-134.66,-10.016,-40.461,-100.016,-0.109,-579.676,-0.018,-0.017,-0.118,254.082,-246.527,-67.611,-0.004,-0.005,-0.004,-0.005,-0.116,349.995,1014.998,-565.565,-62.736,157.962,159.994,-160.005,-67.006,45.494,-41.505,-137.006,-0.006,-0.006,499.994,-0.006,-1.582,-500.6,-0.007,655.989,-21.176,89.2,60.4,127.8,-218.9,-106.2,-5.8,-5.7,-13.6,-554,91.6,
  + Cash (Repurchase) of Equity,PROC_FR_REPURCH_EQTY_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.309,-5.968,-9.819,-1.964,-19.399,-25.303,-20.301,0,-0.049,0,0,-12.459,0,41.019,-41.019,0,0,0,0,0,0,0,0,4.443,0.248,0.675,1.591,2.602,6.573,3.798,4.18,6.957,-40.106,-3.712,-43.913,-102.808,2.468,-308.529,-179.544,28.406,33.681,17.993,1.47,6.34,62.439,3.088,25.816,-0.46,9.751,572.508,17.157,26.529,21.355,26.556,6.42,8.713,3.303,4.865,0,0.504,3.483,0.041,2.643,4.562,3.203,0.395,0.893,9.253,37.404,5.472,3.632,11.078,38.991,23.235,22.612,-14.966,-2.198,-43.209,-89.309,-26.747,-49.221,-11.082,0,0,-55.568,-19.353,-24.995,-34.067,-14.137,-11.371,-12.09,-0.924,-15.365,-0.465,-0.473,-9.797,-12.1,-0.696,-2.994,-3.324,-17.1,-0.1,-0.2,-1.1,-14.3,-53.4,0,-150.1,-42.6,-50.5,
    + Increase in Capital Stock,CF_INCR_CAP_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,41.019,0,0,0,0,0,0,0,0,0,4.443,0.248,0.675,1.591,2.602,6.573,3.798,4.18,6.957,9.376,15.811,10.207,2.546,21.805,19.337,0,28.406,38.481,17.993,1.47,6.34,62.439,3.088,25.816,,9.751,572.508,17.157,26.529,21.355,26.556,6.42,8.713,3.303,4.865,0,0.504,3.483,0.041,2.643,4.562,3.203,0.395,0.893,9.253,37.404,5.472,3.632,11.078,38.991,23.235,22.612,6.509,21.235,2.514,2.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Decrease in Capital Stock,CF_DECR_CAP_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.309,-5.968,-9.819,-1.964,-19.399,-25.303,-20.301,0,-0.049,0,0,-12.459,0,0,-41.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.482,-19.523,-54.12,-105.354,-19.337,-327.866,-179.544,0,-4.8,0,0,0,0,0,0,-0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.475,-23.433,-45.723,-92.307,-26.747,-49.221,-11.082,0,0,-55.568,-19.353,-24.995,-34.067,-14.137,-11.371,-12.09,-0.924,-15.365,-0.465,-0.473,-9.797,-12.1,-0.696,-2.994,-3.324,-17.1,-0.1,-0.2,-1.1,-14.3,-53.4,0,-150.1,-42.6,-50.5,
  + Other Financing Activities,OTHER_FIN_AND_DEC_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,31.914,12.872,8.582,6.646,17.571,23.686,-15.862,37.433,-0.853,0.875,3.141,3.164,-8.843,2.296,-3.065,-0.385,4.107,-2.955,0,0.643,-0.186,-0.186,1.569,0,0,6.135,-6.088,-0.001,0.001,8.822,-5.504,-3.318,0,6.018,-6.018,0,-66.446,0.475,-38.354,-0.343,-0.001,-3.238,0.012,-0.193,0.007,0.4,0.25,-4.192,-0.548,0.025,1082.103,23.387,9.6,0.331,0.002,-0.132,-0.202,0.856,0.032,0.008,-0.896,-0.001,0.002,-0.006,-0.671,0.001,-7.384,0.003,-16.227,-24.636,-0.001,0.001,-36.659,-25.986,-13.291,-0.377,-0.96,-66.294,-7.227,-0.032,-0.428,0,-0.004,-2.612,-0.049,-45.995,-11.407,-5.071,4.973,-0.4,-14.009,-3.708,5.148,-0.5,-0.2,-2,0.1,-3.4,-0.1,-2,-2.6,-0.1,0.1,
  + Net Cash From Disc Ops,CF_NET_CASH_DISCONTINUED_OPS_FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash from Financing Activities,CFF_ACTIVITIES_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.5,-26.778,-24.422,-18.636,-37.794,-48.313,-38.193,14.477,650.808,-14.286,-48.102,-143.226,-7.993,49.357,-66.077,138.912,111.235,23.928,-123.949,-98.612,-38.998,-31.197,-33.003,-16.063,-30.346,-26.608,-30.888,-59.256,-27.634,-266.071,-0.782,-67.942,-64.299,-48.288,-73.688,-134.049,-266.182,-133.721,-198.531,122.421,37.09,-48.293,-118.983,3055.905,110.523,-123.256,-74.449,-183.657,-82.454,-3.242,-155.368,-119.898,-21.451,14.712,-18.674,-63.641,-17.496,100.83,-109.134,-15.466,2.429,-1.267,1.201,-131.598,-7.256,-41.333,-100.407,6.947,-548.804,-1.087,-4.29,2.378,279.821,-243.972,-58.325,-44.533,-53.557,-69.834,-115.84,-89.99,241.636,957.583,-599.011,-96.768,-1.076,96.394,-222.028,-138.418,-9.582,-93.868,-192.724,-42.009,-106.466,443.094,-50.583,-51.445,-562.2,-63.8,600.193,-68.485,18.4,7,72.4,-273,-181.1,-116.5,-64.9,-223.1,-658.7,-19.6,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Effect of Foreign Exchange Rates,CF_EFFECT_FOREIGN_EXCHANGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Changes in Cash,CF_NET_CHNG_CASH,,,,76.666,,,,,,,,,,,,,,,,,,,,,,,,91.818,-34.437,18.317,27.084,66.786,-32.6,-30.862,45.337,70.127,-136.009,32.904,7.16,-31.781,-31.603,10.272,37.043,-13.27,-26.33,8.682,28.055,35.119,-19.787,-24.363,26.099,87.977,-4.427,17.33,146.574,-138.716,226.323,-266.663,52.149,193.687,0.102,14.582,-32.54,21.544,-247.095,-9.152,-2.54,252.21,14.73,-35.367,-3.514,3.809,16.135,71.541,-139.126,26.756,37.252,-3.735,2.836,-24.282,13.675,6.233,40.323,-34.955,15.623,43.58,45.635,3.46,35.333,-32.871,84.825,32.352,-87.397,-101.102,158.834,-52.075,75.035,-41.089,-135.816,49.405,251.384,-317.921,93.945,116.529,-92.174,-99.984,43.463,123.621,18.938,842.842,-428.636,-554.517,-100.132,14.601,-18.046,1.335,-13.296,-4.586,64.58,183.404,-154.233,696.926,267.531,113.276,-307.1,77.467,-831.976,105.083,-108.5,-9.3,23.2,14.6,-21.5,28.2,176.8,604.2,-649.1,-188.5,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Paid for Taxes,CF_CASH_PAID_FOR_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.379,32.398,,,2.301,7.896,55.163,20.396,2.596,14.986,43.462,9.571,2.962,10.611,3.576,40.259,4.947,1.638,30.549,2.043,-4.536,1.895,14.575,35.956,1.239,10.254,47.142,31.494,10.021,51.676,111.356,38.932,9.154,48.804,114.168,47.092,3.145,58.849,83.019,,13.094,23.961,55.499,-1.01,-0.33,-9.138,-0.238,-15.478,-2.657,3.787,2.767,-19.642,-35.938,2.868,1.943,1.253,1.816,7.258,10.145,1.155,0.584,8.503,20.822,1.029,3.209,10.658,50.672,15.323,2.062,29.693,14.516,7.352,6.486,58.07,27.841,10.452,1.562,115.642,6.917,1.014,-105.699,2.988,3.126,33.617,-0.364,34.661,12.658,9.845,0.34,8.715,63.489,23.356,0.2,87.212,34.653,5.831,-6.3,118.5,21.5,9.8,-0.7,113.5,55.5,123.4,2.6,224.1,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Requesting Data...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Cash Paid for Acquisitions,CF_NET_CASH_PAID_FOR_AQUIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.96,6.302,0,0,,22.403,18.528,1.307,0,2.493,0,1.05,14.388,14.42,0.625,5.122,47.301,25.414,20.599,65.823,13.681,6.674,0.143,0.033,58.857,0.004,0,3239.037,55.885,23.937,-0.709,4.944,,,0,0,,0,35.404,35.13,,,,,,,,,60.212,29.739,0,0,0,0.207,268.397,15.633,0,21.387,-0.586,6.397,1.611,0,0,30.926,185.067,25.495,0,899.163,76.259,142.737,-5.858,8.281,-1.122,0,0,45.322,0,5.668,-0.651,37.532,0,,1634.492,4.908,148.2,39.9,339.9,1.2,-0.5,-0.4,0,0,12.3,181.1,
Free Cash Flow,CF_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,12.846,-7.843,65.26,87.019,22.025,20.553,59.369,91.818,5.552,38.966,46.444,93.614,5.712,11.387,68.301,73.938,-23.59,-35.609,47,100.518,-27.819,-59.572,66.525,98.614,-18.728,-17.479,146.645,122.29,19.033,18.487,71.751,99.994,24.801,40.829,145.842,113.651,52.095,55.176,114.343,155.201,57.142,56.8,8.986,134.61,-76.161,30.598,57.643,102.307,-24.491,7.63,86.688,154.995,-96.369,31.764,-59.695,206.289,79.46,29.841,151.356,82.649,-13.32,-10.182,89.225,50.659,19.843,-64.339,88.89,25.737,10.296,-46.941,80.986,100.777,-39.718,-65.668,248.088,-61.583,-50.978,-42.434,73.918,55.649,-30.457,-53.627,150.606,163.754,-40.791,-31.804,155.239,236.432,-38.87,-96.942,168.502,152.422,-35.72,64.314,195.799,139.296,-5.855,81.934,263.157,260.792,-60.175,262.619,306.493,199.263,68.6,137.027,200.557,154.404,15.2,19.7,263,237.7,27.7,125.2,236,275.3,20.6,9.7,
Free Cash Flow to Firm,CF_FREE_CASH_FLOW_FIRM,,,,,,,,,,,,,,,,,,,,,14.4897,-5.8545,67.2076,88.5964,23.4144,22.021,60.5932,93.4574,6.7324,40.105,47.7373,94.7811,7.0211,12.4489,69.4186,75.0649,-15.9074,-26.4885,56.3647,107.2636,-20.3787,-52.1093,73.5822,111.7808,-17.1053,-6.5871,157.3126,132.2096,28.5009,27.9481,82.2253,110.8713,34.005,50.2533,156.2248,122.8003,60.9405,62.0185,120.2525,161.5793,63.2378,63.4362,15.7763,141.2251,-71.9559,34.4565,62.9619,106.8672,-20.0353,13.162,91.2099,174.7997,-66.9373,58.1036,-26.7153,240.8925,110.4735,57.0636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free Cash Flow to Equity,FREE_CASH_FLOW_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.879,41.617,52.799,95.073,22.618,12,70.554,74.501,638.485,16.642,16.202,10.818,-34.132,-0.693,61.828,267.654,118.496,34.607,47.674,76.286,2.953,24.947,68.867,107.113,26.811,45.717,173.945,110.214,49.7,-170.693,138.535,128.661,,,,,,,,,,,,,,4.561,-102.556,85.805,47.632,-490.257,12.668,-21.014,-23.872,11.894,101.203,20.543,31.876,-992.894,-6.31,3.406,,,,,-48.111,-105.235,160.529,-59.09,-612.869,-39.783,74.767,60.239,225.979,-299.089,84.04,167.504,-39.71,-30.467,158.672,253.769,312.364,925.347,-395.19,95.039,123.943,231.13,40.109,81.662,46.151,45.117,127.063,271.335,-57.645,763.14,312.864,199.741,-245.5,141.27,858.166,157.361,110.6,84.1,418.4,19.7,-77.1,138.5,236,330.1,-532,103.5,
Free Cash Flow per Basic Share,FREE_CASH_FLOW_PER_SH,,,,,,,,,,,,,,,,,,,,,0.1186,-0.0722,0.6045,0.8176,0.2115,0.1954,0.5703,0.8863,0.0544,0.3846,0.4579,0.9263,0.0567,0.1126,0.6773,0.7351,-0.2341,-0.3527,0.4651,0.9972,-0.2762,-0.5902,0.6573,0.9738,-0.1848,-0.1724,1.4447,1.2043,0.1873,0.1818,0.7052,0.9826,0.2437,0.4011,1.4318,1.1147,0.5098,0.5389,1.1155,1.5112,0.5551,0.5555,0.0878,1.3301,-0.7574,0.3077,0.6023,1.0803,-0.2573,0.0798,0.9052,1.5259,-0.887,0.289,-0.5421,1.8687,0.7185,0.263,1.2074,0.6565,-0.1051,-0.0794,0.6938,0.3937,0.1537,-0.497,0.6864,0.1987,0.0794,-0.362,0.6242,0.7755,-0.3051,-0.5042,1.9045,-0.4723,-0.3897,-0.3236,0.5608,0.4214,-0.2296,-0.4029,1.1284,1.2258,-0.3048,-0.2384,1.167,1.7834,-0.2931,-0.7321,1.2719,1.1502,-0.2692,0.4856,1.4789,1.0548,-0.0443,0.6194,1.9874,1.9687,-0.4539,1.9813,2.3119,1.5027,0.517,1.032,1.5101,1.1627,0.1143,0.1481,1.9774,1.7872,0.208,0.9399,1.7744,2.0746,0.1556,0.0733,
Price to Free Cash Flow,PX_TO_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,13.0798,12.0882,10.8205,11.1427,10.8886,12.6727,13.8041,16.2637,18.6726,19.996,22.8934,19.0261,27.728,32.0049,58.4462,59.7109,45.6169,54.9676,71.6325,50.9882,62.6051,54.7052,42.1934,20.9579,20.9178,17.8456,14.5124,15.8697,18.2317,14.3051,15.8926,13.0461,14.9063,13.7214,13.226,15.5387,14.8582,15.2738,17.3895,27.3877,26.7941,71.2591,80.5564,52.7745,72.8951,67.2144,76.1034,49.3083,35.094,40.8872,32.6111,193.1232,95.5122,18.9763,18.6744,13.3261,18.5112,23.3663,26.1001,31.6706,49.1289,39.2495,51.7733,37.4027,72.6176,91.3816,65.8927,87.535,46.5939,70.5741,81.9978,27.6955,95.3936,123.4512,88.6793,84.3253,244.3998,196.4732,239.9897,97.2493,55.1624,64.1211,66.4628,61.4881,51.988,49.8048,65.7974,58.9126,91.8976,80.3596,48.9146,39.0786,35.9253,39.7983,44.1677,41.8104,31.7773,26.2201,21.1272,23.337,27.7633,26.7313,32.4542,37.0821,49.1696,48.101,48.4125,46.3508,43.4833,41.6333,45.8905,42.8958,45.4298,55.1959,60.9825,61.4116
Cash Flow to Net Income,CASH_FLOW_TO_NET_INC,1.8338,0.4431,1.6626,3.8703,,0.5055,2.2069,,3.929,0.8875,1.7122,4.0441,,0.2362,1.8895,4.5556,,0.6471,2.0198,2.9666,2.3211,0.6495,1.3477,2.7349,2.7031,1.0616,1.6596,2.6333,1.9833,1.535,1.113,2.4321,1.4588,0.8329,1.2615,2.3143,2.4491,0.7379,1.2834,2.8081,2.9831,0.597,1.6413,4.6875,13.2719,0.783,2.2326,3.889,7.7362,1.254,1.8449,3.9455,,1.6287,1.8568,2.927,6.2697,1.2816,1.5875,2.543,1.8831,0.9192,0.4915,2.1959,0.28,0.8105,1.2493,2.0935,1.1043,0.8436,1.5019,3.39,0.9271,0.8606,0.6187,17.8627,,2.895,3.419,,,,8.2418,,,,5.7473,,,,6.7896,41.5492,,-1.1288,7.3824,10.6228,-0.0921,0.6063,1.8947,2.9268,,0.9444,1.7503,2.6798,1.6807,0.4822,1.7104,2.6566,2.0959,0.5083,2.2501,0.7484,1.7548,1.1449,1.6571,2.0976,1.8352,0.9402,1.5957,2.3956,1.3687,1.6345,1.7635,2.5544,1.0542,1.1703,1.8481,2.0803,1.9129,0.8003,2.3874,3.3492,1.8335,0.9274,1.9808,2.1169,1.6884,0.6529,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,SALES_REV_TURN,232.02,295.682,306.596,271.012,197.04,266.397,289.24,254.801,210.64,284.2,312.342,270.853,214.123,305.94,331.467,281.959,216.893,326.704,360.359,349.404,294.388,382.819,421.981,361.786,308.541,419.222,443.626,397.556,341.358,445.072,477.854,414.297,358.963,465.825,509.465,442.181,531.4,675.5,728.7,672.2,565.359,732.852,753.043,693.34,620.419,828.325,843.118,728.128,587.081,708.886,748.889,640.121,566.731,766.815,829.905,728.735,474.399,647.908,723.375,608.654,528.616,782.074,830.016,754.621,708.687,888.162,929.321,816.304,687.187,878.844,904.866,856.89,817.339,1021.551,1013.349,799.199,600.294,721.859,778.192,590.144,493.264,736.152,743.204,586.243,487.2,701.971,760.752,614.626,535.882,694.136,728.861,608.431,538.162,738.733,813.568,680.246,574.42,791.143,873.579,755.026,631.293,895.143,1038.46,857.285,754.728,956.825,1008.14,872.975,787.328,1030.763,1094.715,977.49,854.474,1200.151,1240.197,1088.047,996.511,1327.682,1418.758,1186.152,1049.242,1322.575,1309.89,1175.1,1068.3,1361.047,1516.506,1606.3,1540.7,1954.3,2088.3,1731.9,1649,2112.9,2185.8,1834.3,1545.7,2014.4,
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.294,721.859,778.192,590.144,493.264,736.152,743.204,586.243,487.2,701.971,760.752,614.626,535.882,694.136,728.861,608.431,538.162,738.733,813.568,680.246,574.42,791.143,873.579,755.026,631.293,895.143,1038.46,857.285,754.728,956.825,1008.14,872.975,787.328,1030.763,1094.715,977.49,854.474,1200.151,1240.197,1088.047,996.511,1327.682,1418.758,1186.152,1049.242,1322.575,1309.89,1175.1,1068.3,1361.047,1516.506,1606.3,1540.7,1954.3,2088.3,1731.9,1649,2112.9,2185.8,1834.3,1545.7,2014.4,
