MLM US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
  + Dividends Paid,CF_DVD_PAID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.53,-5.529,-5.53,-5.545,-5.546,-5.577,-6.054,-6.056,-6.063,-6.071,-6.071,-6.071,-6.075,-6.078,-6.547,-6.548,-6.622,-6.731,-6.779,-6.795,-6.798,-6.834,-7.323,-7.323,-7.327,-8.794,-8.795,-8.798,-8.668,-8.667,-9.636,-9.536,,-18.697,,-10.608,-10.619,-10.632,-12.592,-12.578,-12.477,-11.866,-14.629,-14.638,-14.435,-14.486,-16.786,-16.804,-16.821,-18.113,-18.011,-18.233,-18.362,-18.397,-18.398,-18.393,-18.4,-18.413,-18.419,-18.416,-18.42,-18.441,-18.441,-18.465,-18.503,-18.565,-18.558,-18.571,-18.604,-18.65,-27.009,-27.041,-28.354,-25.931,-26.934,-26.243,-25.847,-25.62,-26.828,-26.741,-26.56,-26.575,-27.826,-27.891,-27.885,-27.91,-30.395,-30.21,-30.4,-30.2,-34.6,-34.6,-34.8,-34.6,-35.4,-35.5,-36.1,-35.7,-37.9,-38.1,-38.9,-38.1,-41.1,-41,-41.6,-40.9,-45.7,-45.8,-46,-46,
  + Cash From (Repayment) Debt,PROC_FR_REPAYMNTS_BOR_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.114,249.999,-26.084,-40.221,29.773,9.896,-20.677,283.298,-1.36,10.495,15.988,-10.461,20.653,23.755,-32.912,-7.542,316.715,-69.086,-61.815,-35.934,25.299,-21.488,-39.998,-45.915,20.526,-16.438,-37.519,0.024,0.224,-1.189,-5.464,3.627,,-0.438,,-6.489,3.728,17.361,-7.021,-12.993,253.474,213.208,-52.988,2.201,59.34,244.289,-82.6,-2.081,-21.34,-54.983,-15.879,-16.881,-0.099,-192.153,-29.022,1.672,135.67,-82.77,-40.494,10.021,76.449,10.769,-48.767,-51.106,30.6,14.733,30.412,-89.942,33.794,16.181,-209.998,-33.952,-5.716,75.558,42.807,-123.917,172.595,32.33,-25.89,-81.94,159.227,-60.963,-63.716,1306.738,-0.842,189.092,-10.878,-90.972,39,-45.8,-195.9,-158.4,490.2,-510.8,-130.6,-1.3,-2.2,237.9,2253.3,-23.5,-3.7,-51.3,-10.6,-3.9,-4.3,-4.1,-704.7,-4.5,-5,-5,
  + Cash (Repurchase) of Equity,PROC_FR_REPURCH_EQTY_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.164,0.178,0.087,1.457,0.14,0.692,1.966,-5.587,-7.755,0.631,0.605,0.133,0.67,0.435,0.143,0.909,1.134,0.15,0.46,0.065,-0.035,0,0.185,0.201,-12.602,-23.904,0.775,-5.017,-39.574,,-70.899,,-66.597,-19.627,-37.424,-23.149,-43.686,-245.338,-217.642,2.535,-52.818,-23.396,1.356,4.681,6.578,195.374,38.983,0.831,59.544,0.331,3.783,0.301,-0.077,0.571,0.589,0.305,0.008,0.906,-0.07,2.672,4.228,4.123,9.342,0.096,0.498,7.124,4.34,29.085,1.673,10.051,-82.236,-151.597,-258.95,-145.86,-22.122,4.868,-68.857,-96.082,4.02,2.08,0.093,2.801,4.142,-60.327,-39.716,0.6,-43.5,-2.1,-39.5,-49.8,1.1,0.1,0.9,0.6,0.2,0.3,0.2,-49.4,0,-100,0,-74.8,-74.4,0,0.4,-150,-300,
    + Increase in Capital Stock,CF_INCR_CAP_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.164,0.178,0.087,1.457,0.14,0.692,1.966,0.348,0,0.631,0.605,0.133,0.67,0.435,0.143,0.909,1.134,0.15,0.46,0.065,0,0,0.185,0.201,0.651,1.116,0.775,0.396,1.5,,10.231,,10.121,20.366,5.763,6.265,16.608,20.81,9.762,4.143,3.186,0.621,1.356,4.681,6.595,195.374,38.983,0.831,59.544,0.331,3.783,0.301,,0.571,0.589,0.305,0.008,0.906,,2.672,4.228,4.123,9.342,0.096,0.498,7.124,4.34,29.085,1.673,10.051,17.764,6.077,3.338,4.14,17.878,4.868,0.371,3.917,4.02,2.08,0.093,2.801,4.142,0.05,0.307,0.6,6.5,5.2,1.4,0.2,1.1,0.1,0.9,0.6,0.2,0.3,0.2,0.6,0,0,0,0.2,0.6,0,0.4,0,0,
    + Decrease in Capital Stock,CF_DECR_CAP_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,-5.935,-7.755,0,0,0,0,0,0,0,0,0,0,0,-0.035,0,0,0,-13.253,-25.02,0,-5.413,-41.074,,-81.13,,-76.718,-39.993,-43.187,-29.414,-60.294,-266.148,-227.404,-1.608,-56.004,-24.017,0,0,-0.017,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-100,-157.674,-262.288,-150,-40,0,-69.228,-99.999,0,0,0,0,0,-60.377,-40.023,0,-50,-7.3,-40.9,-50,0,0,0,0,0,0,0,-50,0,-100,0,-75,-75,0,0,-150,-300,
  + Other Financing Activities,OTHER_FIN_AND_DEC_CAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-0.938,0,0,0,-1.745,0,0,0,0,0,0,0,0,-1.625,-0.417,-0.108,-0.025,0,0,0,0,0,12.581,0,0,0,0,0,0,,-4.326,,0,,0,0,0,,-0.807,0,0,-1.47,-12.252,-1.966,-0.491,-1,-20.676,-0.23,-0.105,-0.08,0,0,0,-4.12,-10.602,0,-0.001,-0.3,-0.8,0,-0.321,0,-0.51,0,-2.514,0,-20.485,-1.397,-1.18,0,0,0,-7.926,0,-5.546,-1.8,-5.033,-3.695,-6.087,-2.209,-5.627,-9.445,-5.24,-18.432,-2.183,-7.1,-5.7,-13.2,-2.7,-13.8,-0.8,-0.4,-1.5,-15.5,-1.4,-6.2,-4.5,-24.2,-0.9,-1.3,-3.1,-16.7,-1.7,-1.1,-3.7,-28,0,
  + Net Cash From Disc Ops,CF_NET_CASH_DISCONTINUED_OPS_FIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,,,0,0,
Cash from Financing Activities,CFF_ACTIVITIES_DETAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.644,244.47,-31.614,-46.54,24.405,4.406,-25.274,275.637,-6.731,6.39,4.33,-24.287,15.209,18.282,-39.326,-13.42,308.903,-76.091,-67.793,-41.62,18.651,-27.862,-47.256,-53.273,13.199,-12.466,-46.113,-21.376,-32.348,-9.081,-20.117,-45.483,,-94.36,,-83.694,-26.518,-30.695,-42.762,-69.257,-4.341,-17.107,-65.082,-65.255,20.039,218.907,-96.671,-12.798,156.213,-54.789,-33.289,24.325,-18.21,-206.767,-47.119,-16.798,113.721,-111.196,-58.608,-8.388,58.635,-8.542,-64.536,-65.664,16.22,5,11.95,-110.529,22.314,-18.614,-209.319,-60.5,-24.019,-32.609,-135.724,-417.036,0.888,-20.958,-49.65,-182.571,32.89,-89.605,-91.671,1273.313,-35.371,160.084,-120.032,-163.081,2.1,-125.2,-245.8,-235.2,391.8,-545.1,-166.3,-37.4,-53.2,201,2209.5,-65.9,-116.2,-90.3,-153,-48,-137.4,-121.1,-751.5,-53.6,-229,-351,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Effect of Foreign Exchange Rates,CF_EFFECT_FOREIGN_EXCHANGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Changes in Cash,CF_NET_CHNG_CASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.684,0.06,6.561,3.616,-14.631,11.843,-3.678,2.391,-5.599,-9.189,0.801,2.804,-4.065,4.025,1.992,-10.133,239.312,-235.397,-2.809,5.051,9.758,-6.381,1.321,-13.797,2.052,0.627,47.311,60.645,-72.353,33.022,49.675,26.143,,-80.21,,-34.838,-45.592,-10.767,2.443,9.453,-14.174,12.782,-4.473,-6.379,-6.461,-0.421,0.74,23.898,184.209,-88.623,60.455,69.756,-42.548,-188.948,28.404,9.824,106.506,-150.73,30.741,-30.818,18.928,-3.557,-5.972,-10.027,11.866,6.452,13.529,-14.804,-6.636,-1.472,39.268,35.054,-52.285,-12.197,392.26,-268.02,-141.167,1.354,32.088,-10.646,5.38,-18.696,-1.503,1411.145,-23.991,-1388.594,20.182,-9.097,-7.5,16.2,-4.5,-28.1,403,-353.9,123.6,110.7,50.4,-284.5,2312.8,-2124.2,-69.3,582.5,-636.4,223.1,-129.3,192,226.1,634.7,1368,-2541,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Paid for Taxes,CF_CASH_PAID_FOR_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,7.3,34.5,25.944,2.3,120.7,0,26.015,0.7,0,2.9,44.626,7.939,0,15.484,3.366,3.747,0,-3.02,15.514,1.449,1.743,6.975,3.266,,11.093,,29.937,-8.345,20.578,38.005,27.539,-17.281,19.187,30.18,37.651,-2.671,9.219,11.943,36.336,0.29,-4.685,12.496,8.986,-8.955,16.976,-4.289,15.929,0.39,11.153,-3.712,6.058,4.634,-0.325,-1.139,9.656,-7.055,0.952,7.535,22.059,0.053,3.458,2.5,9.944,18.678,5.656,6.562,15.878,10.721,36.438,34.43,42.753,6.24,27.024,63.379,59.128,-7.527,5.283,9.497,21.647,3.9,4.1,54.2,39.5,1.4,3.3,64.2,46,0,56.9,44.2,1.8,0.8,42.1,117.1,199.8,4.1,78.9,119.7,88.8,3,371,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Requesting Data...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Cash Paid for Acquisitions,CF_NET_CASH_PAID_FOR_AQUIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.184,2.867,58.506,,14.218,36.671,36.671,,13.295,195.421,8.713,4.343,1.55,34.19,12.885,0,8.905,0,0,0,5.567,0,0,-45.687,,4.138,,0.373,2.847,0.092,0.053,0.044,12.048,0.069,0.078,0.016,19.016,199.373,-199.373,0.118,1.524,48.025,0.025,0.019,28.026,0.041,0.04,15.192,0.055,49.83,0.045,41.639,0.054,0.033,0.045,0.028,2.629,0.617,61.186,0.046,0.05,0.067,0.057,0.015,10.589,0.124,0.035,32.467,123,0,55.689,0.079,,2.2,5,4.895,,,-5,1647.1,,,,,,,61.7,1.1,,653.2,139.7,2316.3,,7.8,-18.8,-18.8,0,0,0,0,488,2050,
Free Cash Flow,CF_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,-5,-1.633,26.669,35.406,2.503,20.703,37.972,48,-3.854,7.47,48.946,46.085,0.218,-3.973,46.285,43.326,-7.261,6.226,38.563,4.547,-54.571,-3.298,67.276,49.15,-8.696,-11.502,43.253,27.825,-8.4,12.766,84.607,67.558,-46.363,27.922,58.904,62.933,,7.366,,44.465,-41.86,-1.96,40.955,75.081,-0.812,25.834,50.812,54.811,-8.703,-24.169,83.538,36.722,24.438,17.47,92.197,45.033,2.1,15.621,74.866,41.305,-9.348,7.296,88.404,17.379,-41.837,3.255,54.685,55.563,-3.305,1.775,64.833,90.415,-30.301,15.927,77.432,86.417,-20.96,20.039,106.081,155.236,-25.916,21.253,135.885,170.744,-28.23,41.464,96.143,137.896,8.753,41.01,129.62,149.717,-12.2,138.5,240.5,205.8,2.6,194.9,235.7,257.2,81.6,146.6,230.8,255.6,30.1,35.4,186.1,257.8,-13.4,216.2,283.3,369.7,-28,-138,
Free Cash Flow to Firm,CF_FREE_CASH_FLOW_FIRM,,,,,,,,,,,,,,,,,,,,,,,,,-2.9111,0.0352,28.1681,36.8318,3.9423,23.0059,41.6099,51.6649,-0.3894,11.3852,52.7728,50.6424,6.2375,2.3152,52.6131,50.2323,-0.678,13.1565,45.824,11.4488,-47.5945,5.487,75.616,56.0318,-1.3252,-3.6525,50.8907,36.943,-1.1103,20.169,92.2155,75.0996,-39.1909,35.523,66.9716,69.6731,,14.9527,,51.4317,-35.0423,4.7348,48.2433,82.2474,6.6046,37.2337,63.6242,65.215,3.123,-10.7799,97.6442,50.0737,37.441,30.9126,106.5247,58.835,15.1125,28.3727,88.3962,55.8203,5.0431,17.2716,98.8654,27.9473,-31.3492,14.0477,65.5769,66.4723,7.9425,11.7586,75.098,99.5212,-21.2549,25.1711,88.3262,100.0086,-8.5529,32.9805,119.5626,168.0726,-11.979,35.3697,150.125,185.8103,-12.7089,59.0732,113.3076,,36.9416,66.6972,160.1619,177.0277,15.3261,164.859,266.0865,231.5503,32.2854,219.2338,258.1775,282.1642,103.6479,168.6235,266.2456,295.4685,62.8219,68.6647,219.7484,292.0994,19.9876,249.5819,315.798,403.4403,1.5898,-106.3871,
Free Cash Flow to Equity,FREE_CASH_FLOW_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.389,270.702,11.888,7.779,25.919,17.366,28.269,329.383,-1.142,6.522,62.273,32.865,13.392,29.981,5.651,-2.995,262.144,-72.384,5.461,13.216,16.603,-32.99,3.255,-18.09,12.126,-3.672,47.088,67.582,,,,,,,,,,,,,,,,,,220.12,0.938,34.641,3.098,-37.513,76.318,28.152,2.001,-176.532,45.844,42.977,126.322,-75.474,47.91,27.4,34.612,14.024,5.918,4.457,27.295,16.508,95.245,0.473,3.493,32.108,-132.566,52.465,-26.676,97.569,148.888,31.319,146.679,53.583,109.995,88.804,130.997,-19.499,32.427,1444.634,7.911,230.102,118.742,58.745,26.8,92.7,44.6,47.4,492.8,-315.9,105.1,255.9,79.4,384.5,2484.1,232.1,26.4,-15.9,175.5,253.9,4.6,212.1,-421.4,365.2,2074,-143,
Free Cash Flow per Basic Share,FREE_CASH_FLOW_PER_SH,,,,,,,,,,,,,,,,,,,,,,,,,-0.1085,-0.0354,0.5788,0.768,0.0543,0.4493,0.8234,1.039,-0.0834,0.1607,1.0518,0.9889,0.0047,-0.0851,0.9916,0.9278,-0.1554,0.1332,0.8246,0.0972,-1.1593,-0.0693,1.3918,1.0134,-0.1791,-0.2362,0.886,0.5702,-0.1718,0.261,1.7294,1.3816,-0.9592,0.5792,1.2216,1.3166,,0.1582,,0.9624,-0.915,-0.0429,0.9046,1.6648,-0.0182,0.6085,1.2151,1.3113,-0.2106,-0.5847,2.0186,0.887,0.5838,0.3921,2.0662,1.003,0.0463,0.3436,1.6445,0.9078,-0.2051,0.1599,1.9349,0.3803,-0.9148,0.0711,1.1924,1.2105,-0.0718,0.0385,1.402,1.9528,-0.6542,0.3433,1.1542,1.2841,-0.3109,0.2974,1.5873,2.37,-0.4039,0.3345,2.1415,2.6974,-0.4479,0.6596,1.5286,2.1923,0.139,0.6507,2.0597,2.3889,-0.1949,2.2125,3.848,3.2928,0.0417,3.1284,3.7833,4.1284,1.3098,2.3494,3.6987,4.0962,0.4824,0.5673,2.9872,4.1514,-0.2158,3.4927,4.5841,5.9822,-0.4531,-2.2439,
Price to Free Cash Flow,PX_TO_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3292,18.8552,17.4963,17.1837,15.4536,19.3819,23.1997,19.9196,29.3604,25.8653,30.0973,21.0184,22.2956,28.2932,21.3233,22.1249,47.0219,46.2993,,150.2425,39.6071,19.5758,19.5989,21.9461,29.456,26.3414,21.7488,15.2587,14.6774,19.1318,16.2329,20.3632,24.8637,25.5216,,,,,,93.077,64.4819,53.9032,51.2789,38.4859,42.5463,36.3071,59.8434,44.1828,46.0049,27.3017,20.3224,23.4331,22.1038,23.8204,24.5187,25.3417,31.3515,33.3247,31.8974,22.5988,33.2206,54.8818,53.5659,113.672,60.4644,42.4685,41.5339,38.0626,30.0892,46.8597,43.3827,46.1145,51.8584,56.5845,58.3599,53.1686,34.6312,41.4222,49.3837,40.3207,46.4472,46.1854,44.0697,46.4723,56.2067,45.867,49.5114,36.0886,32.81,41.0201,35.5868,33.2063,30.5338,20.1416,20.0341,22.9704,25.6248,27.1921,30.4048,29.7468,38.4599,36.2195,33.8333,39.6029,41.2752,47.4042,44.3273,34.1712,36.0398,45.1227,68.8493,68.3981
Cash Flow to Net Income,CASH_FLOW_TO_NET_INC,,,,,,,,,,,,,,,,,-133.4545,1.3529,1.5972,2.2595,2.0972,1.0181,2.0474,2.7009,1.4443,0.766,1.639,3.1555,1.9481,1.2818,1.7977,3.2259,4.8885,1.0146,1.7484,3.0129,3.6801,0.651,2.0281,2.4052,3.6482,1.0809,1.9772,2.7999,,1.2222,2.5001,3.7411,,0.5293,2.1753,4.4307,,1.0443,2.4251,3.6041,,1.5315,1.8021,3.1791,,1.7675,,2.2962,1.0482,1.0744,1.2584,2.0566,1.4869,1.0965,1.4708,2.1734,3.6767,0.7809,2.23,2.8139,,1.3356,2.1245,,,1.0874,2.2377,4.5403,,0.9875,2.5062,5.353,,0.8704,1.4999,4.6812,,0.7238,1.6311,3.9807,,1.0711,2.4425,2.813,5.7338,1.1221,1.6378,3.1373,1.5182,1.1273,1.3218,2.7556,1.7448,1.0926,1.2458,0.6349,10.4771,0.7176,1.1292,2.7926,2.7483,1.1388,1.2715,2.4145,4.1197,1.2247,1.0557,2.0005,2.9387,1.1041,1.3319,2.2793,7.9393,0.3173,0.9296,2.3448,1.3221,1.0278,1.0895,1.9678,0.1646,0.0034,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,SALES_REV_TURN,,,,,,,,,,,,,,,,,95.3,136.656,144.621,125.083,129.942,175.914,191.094,167.456,136.547,200.438,201.504,183.458,158.163,232.19,271.717,238.793,186.535,277.737,312.445,280.974,270.475,380.513,401.119,382.012,316.125,411.659,430.464,359.269,300.831,477.409,499.697,440.113,323.493,464.354,473.044,400.823,323.669,471.887,511.859,430.999,344.871,467.547,495.692,436.1,389.727,543.841,563.914,501.2,483.964,587.033,601.653,529.689,459.675,590.313,615.382,532.6,451.559,597.824,598.711,470.5,374.561,465.385,487.967,374.7,340.944,504.63,509.401,390.6,327.943,462.391,502.386,421,393.974,545.688,592.268,502.2,383.909,561.326,665.32,545,428.629,669.225,1003.723,856.3,691.347,921.419,1082.249,844.6,788.734,977.298,1103.901,948.8,843.859,1063.524,1087.732,970.5,802.004,1202.403,1219.64,1020.218,939,1279.5,1420.2,1100.4,958.2,1270.6,1321.4,1179.6,982.4,1377.9,1557.3,1496.4,1230.8,1641.7,1811.7,1476.5,1354.1,1820.8,1994.1,1608.2,1251,1764,
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.842,410.689,428.271,327.8,295.561,442.784,443.709,346.9,290.636,409.565,445.003,374.7,350.532,491.191,537.507,456,344.059,507.332,600.457,491.4,379.678,601.937,917.942,779.5,631.876,850.249,1005.218,780.8,733.96,915.436,1038.344,889,791.684,996.843,1022.487,911.3,753.305,1128.777,1142.218,956.051,878.3,1196.1,1323.2,1024.7,891,1189.5,1240.7,1110.9,921.9,1295.3,1462.7,1404.8,1147.8,1523.8,1680.5,1378.4,1354.1,1820.8,1994.1,1608.2,1251,1764,
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,,,,,,,,,,,,,,,,,74.104,96.205,100.006,92.202,100.869,129.664,139.334,127.375,112.742,145.108,142.957,138.63,128.019,166.703,191.781,179.091,157.056,194.502,216.615,207.87,230.733,290.286,301.458,300.943,271.767,314.827,335.038,292.314,273.667,383.948,393.815,362.87,295.029,355.274,375.721,343.15,301.666,370.753,407.721,347.127,310.565,362.73,384.287,343.1,340.058,414.216,429.025,390.7,400.001,433.893,452.366,392.466,365.479,412.391,448.068,402.8,376.411,458.355,447.137,366.5,326.026,353.668,370.219,315,321.331,386.93,395.592,322,305.288,364.848,390.493,351.1,370.148,443.622,468.246,425.5,371.088,454.33,522.212,444,402.794,533.623,808.13,691,617.086,721.266,819.744,659.8,643.484,729.867,810.594,723,696.792,789.43,796.054,711.4,691.612,886.486,906.656,792.934,796.1,922.6,999.6,841.8,815.8,890.1,916.9,854.2,807.7,992.8,1115.4,1149.7,1074.7,1216.5,1323.9,1122.3,1051.3,1260.4,1318.1,1124.7,979,1247,
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.026,353.668,370.219,315,321.331,386.93,395.592,322,305.288,364.848,390.493,351.1,370.148,443.622,468.246,425.5,371.088,454.33,522.212,444,402.794,533.623,808.13,691,617.086,721.266,819.744,659.8,643.484,729.867,810.594,723,696.792,789.43,796.054,711.4,691.612,886.486,906.656,792.934,796.1,922.6,999.6,841.8,815.8,890.1,916.9,854.2,807.7,992.8,1115.4,1149.7,1074.7,1216.5,1323.9,1122.3,1051.3,1260.4,1318.1,1124.7,979,1247,
Gross Profit,GROSS_PROFIT,,,,,,,,,,,,,,,,,21.196,40.451,44.615,32.881,29.073,46.25,51.76,40.081,23.805,55.33,58.547,44.828,30.144,65.487,79.936,59.702,29.479,83.235,95.83,73.104,39.742,90.227,99.661,81.069,44.358,96.832,95.426,66.955,27.164,93.461,105.882,77.243,28.464,109.08,97.323,57.673,22.003,101.134,104.138,83.872,34.306,104.817,111.405,93,49.669,129.625,134.889,110.5,83.963,153.14,149.287,137.223,94.196,177.922,167.314,129.8,75.148,139.469,151.574,104,48.535,111.717,117.748,59.7,19.613,117.7,113.809,68.6,22.655,97.543,111.893,69.9,23.826,102.066,124.022,76.7,12.821,106.996,143.108,101,25.835,135.602,195.593,165.3,74.261,200.153,262.505,184.8,145.25,247.431,293.307,225.8,147.067,274.094,291.678,259.1,110.392,315.917,312.984,227.284,142.9,356.9,420.6,258.6,142.4,380.5,404.5,325.4,174.7,385.1,441.9,346.7,156.1,425.2,487.8,354.2,302.8,560.4,676,483.5,272,517,
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
