NEE US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Free Cash Flow per Basic Share,FREE_CASH_FLOW_PER_SH,0.3004,0.2458,0.3221,0.126,0.2402,0.1819,0.2976,0.2235,0.2182,0.1633,0.1523,0.2345,0.1692,0.1607,0.3694,,0.2448,0.2129,0.328,0.2053,0.21,0.16,0.2081,0.0463,0.2702,0.1531,0.2865,0.1001,0.2904,0.217,0.3033,-0.0417,0.2163,0.2738,0.2762,0.0603,0.3663,0.1608,0.1484,-0.1506,0.1346,-0.064,0.0412,-0.3402,0.1513,0.0422,0.4177,-0.0163,0.3142,0.3312,0.4013,-0.2549,0.2764,0.0141,,0.2353,0.3377,0.2575,0.1914,-0.0116,-0.1268,0.0347,0.8605,-0.9793,-0.8595,-0.2264,0.138,0.043,0.4026,-0.4188,-0.5388,-0.317,0.0608,-0.3483,-0.6088,-0.2965,-0.0311,-0.1263,-0.3271,-0.5348,-0.3399,-0.3149,-0.2044,-0.4293,-0.2892,-0.2603,-0.2132,-0.9266,-0.7373,-0.5789,0.0656,-1.13,-1.0683,0.5068,-0.2336,-0.1757,-1.3437,0.4141,-0.1962,-0.2551,-0.2498,-0.2912,-0.1778,-0.6142,-1.2752,-0.2666,0.0701,-0.3422,-2.1337,0.1026,0.2413,-0.5374,-1.2837,-0.4102,-0.5881,-1.2583,-2.8669,-0.616,-0.4109,-1.0178,-0.7117,-0.3538,-0.3766,-2.0218,-1.7159,-0.7888,-0.5706,-1.4203,-1.5496,-0.922,-1.1615,-2.3021,-3.2127,-1.3665,-1.2401,-1.5365,-3.2956,-0.5973,
Price to Free Cash Flow,PX_TO_FREE_CASH_FLOW,,,,3.6455,4.0477,4.3629,4.9695,4.9031,4.5285,4.8296,6.0036,5.8977,6.4293,6.6489,5.2706,5.2539,,,,4.4305,4.7547,5.3449,6.5218,9.2831,8.2624,8.4845,7.1504,7.0996,6.6442,6.4402,7.0416,9.6209,11.5578,10.4761,12.0223,9.3189,6.8157,7.9068,8.5578,10.1953,19.6389,90.4668,116.853,,,,24.7013,11.8497,9.8231,7.164,6.5271,9.4943,9.7704,19.1284,18.1183,,,,8.3562,12.0557,32.3231,119.8444,15.7238,13.7814,,,,,42.8088,86.0659,93.7563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow to Net Income,CASH_FLOW_TO_NET_INC,6.3449,2.4706,,2.7441,,2.7716,1.957,5.6723,3.5317,1.974,1.0949,3.0399,2.4103,1.9679,3.6762,2.4602,3.3643,2.249,2.0032,3.3661,3.828,3.2366,1.8093,2.2258,4.924,2.1575,1.9669,3.1057,4.8397,2.6447,2.0538,1.1055,4.0893,3.0389,1.811,2.3542,3.2113,5.1605,1.4644,0.3902,3.872,1.3077,0.978,-1.1176,4.7105,1.4305,2.4231,2.3306,,2.9173,5.2532,0.8561,3.8547,1.4403,,4.4247,6.8623,3.0506,1.8156,1.9651,1.562,2.8571,5.0796,-4.3649,-0.4661,2.5042,0.9339,3.9779,8.26,1.5086,0.8235,3.7813,5.2892,3.5933,0.376,2.5588,2.8654,2.9757,2.2176,3.2579,1.6115,2.0432,1.4181,4.0494,3.6679,1.7379,2.7666,1.2084,1.8113,1.8007,2.9614,1.9464,3.9779,1.9148,1.6332,5.2355,2.3651,2.9085,2.303,1.733,1.8169,2.4483,1.7964,3.1085,2.366,3.1944,2.6879,1.0787,0.7947,2.5132,2.4534,0.5023,0.2914,2.1076,2.2866,3.2417,2.3485,1.3647,3.3697,1.961,4.4988,1.4886,2.31,,0.7755,8.6055,6.132,1.0939,,2.0514,1.4587,0.6537,0.802,1.1041,3.0057,2.3785,1.3567,2.4248,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,SALES_REV_TURN,1070.236,1271.3669,1483.156,1261.5861,1163.145,1386.746,1518.299,1181.246,1093.369,1261.9821,1569.153,1268.823,1132.376,1349.866,1602.6851,1231.3669,1178.9,1443.047,1512.9,1287.812,1177.366,1466.724,1587.037,1361.358,1357.707,1474.0861,1769.599,1435.386,1445.193,1587.145,1858.97,1477.692,1338,1692,1999,1632,1412,1614,1892,1520,1468,1670,2087,1857,1941,2166,2490,1839,1771,2128,2302,2042,2082,2339,2775,2435,2331,2619,2983,3923,2437,2741,3504,3164,3584,3809,4694,3623,3075,3929,4575,3683,3434,3585,3471,4003,3705,3811,4473,3656,3622,3591,4691,3413,3134,3961,4382,3864,3371,3667,3843,3375,3279,3833,4394,3630,3674,4029,4654,4664,4104,4358,4954,4069,3835,3817,4805,3699,3972,4404,4808,4004,3857,4063,4416,4390,4075,4970,5572,4588,4613,4204,4785,4395,3726,3927,4370,5046,2890,5183,6719,6164,6716,7349,7172,6877,5731,6069,
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,391.958,479.745,555.303,500.227,438.303,515.804,562.372,416.158,348.64,434.996,586.442,459.83,375.541,475.047,533.799,373.911,364.814,473.587,470.319,406.625,344.872,458.403,480.912,437.543,449.66,500.169,628.464,552.29,543.559,560.346,673.564,477.531,436,558,637,613,506,588,693,578,542,605,845,876,951,1054,1200,783,732,969,1082,736,944,1063,1318,804,1159,1243,1488,1327,1238,1393,1826,1714,2053,2174,2656,2060,1672,2106,2443,1971,1726,1964,2728,1994,1811,1797,2164,1632,1349,1455,1991,1447,1404,1557,1911,1383,1182,1236,1526,1177,1065,1262,1438,1192,1397,1373,1566,1265,1363,1316,1472,1176,928,960,1217,936,899,1018,1176,979,819,894,1083,936,967,1074,1266,1055,821,731,1111,876,906,1103,1383,1134,1366,1589,1933,1501,1367,1359,1554,1178,1206,1280,
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,GROSS_PROFIT,678.278,791.6219,927.853,761.3591,724.842,870.942,955.9269,765.088,744.729,826.9861,982.7109,808.993,756.835,874.819,1068.886,857.4559,814.086,969.46,1042.581,881.187,832.494,1008.321,1106.125,923.815,908.047,973.9171,1141.135,883.096,901.634,1026.799,1185.4059,1000.161,902,1134,1362,1019,906,1026,1199,942,926,1065,1242,981,990,1112,1290,1056,1039,1159,1220,1306,1138,1276,1457,1631,1172,1376,1495,2596,1199,1348,1678,1450,1531,1635,2038,1563,1403,1823,2132,1712,1708,1621,743,2009,1894,2014,2309,2024,2273,2136,2700,1966,1730,2404,2471,2481,2189,2431,2317,2198,2214,2571,2956,2438,2277,2656,3088,3399,2741,3042,3482,2893,2907,2857,3588,2763,3073,3386,3632,3025,3038,3169,3333,3454,3108,3896,4306,3533,3792,3473,3674,3519,2820,2824,2987,3912,1524,3594,4786,4663,5349,5990,5618,5699,4525,4789,
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  - Operating Expenses,IS_OPERATING_EXPN,557.006,550.751,650.61,640.008,538.954,694.375,589.311,617.111,551.259,589.723,600.895,587.768,550.91,639.213,774.033,619.882,578.841,680.582,614.456,684.993,583.697,696.13,658.19,735.632,684.673,674.629,682.002,694.07,676.378,705.343,721.147,783.132,684,817,834,830,698,715,729,835,689,718,731,769,719,732,747,820,783,750,698,1058,844,863,892,1371,911,942,972,927,965,1028,1119,1073,1053,1194,1155,1138,1105,1159,1232,1287,1265,1308,1343,1257,1318,1409,1460,1467,1334,1427,1575,1497,1302,1497,1560,1395,1386,1431,1575,1466,1780,1590,1771,1797,1539,1705,1925,1867,1612,1896,2001,2017,1673,1688,2309,1837,711,2110,2281,2839,1979,2023,2365,2347,1973,2149,2713,2655,1811,2287,2666,2578,2151,2314,2608,2557,2299,2646,2924,2618,2407,3191,3782,3039,2512,3119,
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Income (Loss),IS_OPER_INC,121.272,240.871,277.243,121.351,185.888,176.567,366.616,147.977,193.47,237.263,381.816,221.225,205.925,235.606,294.853,237.574,235.245,288.878,428.125,196.194,248.797,312.191,447.935,188.183,223.374,299.288,459.133,189.026,225.256,321.456,464.259,217.029,218,317,528,189,208,311,470,107,237,347,511,212,271,380,543,236,256,409,522,248,294,413,565,260,261,434,523,335,234,320,559,377,478,441,883,425,298,664,900,425,443,313,-600,752,576,605,849,557,939,709,1125,469,428,907,911,1086,803,1000,742,732,434,981,1185,641,738,951,1163,1532,1129,1146,1481,876,1234,1169,1279,926,2362,1276,1351,186,1059,1146,968,1107,1135,1747,1593,878,1981,1186,1008,941,669,510,379,1355,-775,948,1862,2045,2942,2799,1836,2660,2013,1670,
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,164,134,153,169,215,165,205,192,180,346,163,185,150,173,165,249,160,190,189,155,167,220,195,193,152,179,119,338,406,72,-595,96,183,131,102,-4025,233,-98,818,455,484,737,-159,1908,-128,-244,1166,-1079,578,102,137,277,-459,-20,449,771,-262,863,1577,-151,438,
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,183,174,191,213,210,215,213,221,230,237,230,232,230,218,205,227,235,256,263,282,278,291,291,289,242,269,255,466,565,326,-45,319,386,340,341,186,362,133,670,676,576,716,159,1276,289,179,82,-29,716,298,557,-37,-30,239,661,1152,104,-17,1925,267,779,
    + Interest Expense,IS_INT_EXPENSE,81.356,79.289,80.603,82.802,86.184,83.195,84.208,82.192,80.012,76.847,76.815,74.795,72.924,77.165,79.017,71.753,71.113,74.805,75.491,73.527,76.979,83.355,79.505,50.83,69.246,67.871,65.525,61.982,71.035,71.5,69.54,78.925,63,64,101,94,47,58,58,59,62,64,74,78,85,82,83,74,80,79,74,78,77,84,106,112,122,124,122,121,128,140,150,175,169,178,179,180,180,178,194,210,199,195,203,216,211,215,204,218,238,247,247,246,254,256,265,260,265,270,259,243,272,266,288,296,319,305,316,320,321,280,311,299,509,602,369,,360,430,381,387,226,394,168,709,714,601,746,188,1311,320,208,111,,757,335,599,,,259,685,1183,135,26,1981,323,820,
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,24,15,,,27,15,21,13,22,27,17,15,20,18,28,22,22,21,16,21,20,20,22,20,24,19,19,20,20,22,21,18,20,21,22,22,21,18,20,23,21,19,19,20,22,18,10,11,12,12,13,16,13,13,11,7,0,0,7,,0,0,0,,0,0,0,0,0,0,0,
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,-46,,,,,-4,,,,,,,,,,,,,,-9,-22,,-2,-20,-38,-33,-9,-27,-51,-21,-32,-44,-70,-2,-31,-66,-123,12,-197,-52,-122,13,-16,6,90,-146,390,-154,-249,1364,-440,84,-109,-201,453,-436,-196,-24,-101,-132,954,-73,-203,-159,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,-19,-40,-38,-44,5,-50,-8,-29,-50,109,-67,-47,-80,-45,-40,22,-75,-66,-74,-127,-111,-71,-96,-96,-90,-90,-136,-128,-159,-254,-550,-223,-203,-209,-239,-4211,-129,-231,148,-221,-92,21,-318,632,-417,-423,1084,-1050,-138,-196,-420,314,-429,-259,-212,-381,-366,880,-348,-418,-341,
"Pretax Income (Loss), Adjusted",PRETAX_INC,47.276,167.711,200.959,47.722,117.199,107.981,293.272,70.273,124.819,170.666,316.598,160.2,145.119,174.388,243.448,158.956,161.361,213.391,365.93,124.869,177.21,229.75,377.61,140.737,152.765,222.917,398.028,123.334,161.992,251.63,411.421,115.957,162,269,448,79,319,109,451,156,182,309,483,81,170,332,503,170,189,377,211,177,257,354,498,165,166,352,463,173,159,257,492,275,328,311,724,1681,146,494,732,232,279,160,1135,516,383,441,715,404,770,494,960,264,236,727,565,923,618,850,569,567,185,821,995,452,583,784,943,1337,936,994,1302,757,896,763,1207,1521,2266,1093,1220,84,5084,913,1066,289,680,1263,856,1037,73,1314,1252,-225,1748,-68,277,1218,-1052,1407,1882,1596,2171,3061,973,1083,2164,1232,
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-149,176,,-24,,,0,62,30,-4,,-3,,,207,4,,,,-12,1,-6,6,83,31,54,56,-29,-20,6,-67,4,126,-58,-40,63,52,166,-268,-47,-7,29,17,-40,-238,26,-142,88.1538,109,-47.807,179,-425.4462,-54.3431,-176.3538,-73,-22.7692,50.3846,6.3846,-160,91.6154,151.3846,179.3077,31.0769,-644.3846,-53.3846,-32.9231,-228.8462,9,99,299,33,-591,-1272,148,24.4237,430.5385,-4057,154.7089,-2,375,407,-488,387,-398,1097,-16.2532,92,884,-521,1478,1357,-649,2421,269,-409,-1571,-519,-1456,894,-562,-607.6709,282,
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,-20,-166,35,-113,106.1538,125,-78,38,-425.4462,-57.42,-96.2769,,7.6923,,13.8462,-116.9231,104.6154,193.8462,224.6154,15.3846,-670.7692,-41.5385,-38.4615,-263,42,108,549,-80,-470,-173,152,62,21.5385,-124,136.7089,35,192,483,162,286,-384,974,166,180,-443,-501,1531,1230,-219,1474,-102,-124,-358,-489,-1425,-384,348,-444,337,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,-5,-12,,-39,-9,-13,-6,-17,-25,111,-3,,-57,-53,-37,-12,-9,-20,-14,-44,-33,-12,,-22,-5,-15,-47,-15,-254,-9,-195,-45,-3,-15,-48,,143,,,,,,,,,-16,-7,-43,-22,,-57,-41,-16,-222,-323,6,-107,-36,1,-15,-145,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,4,,,,,,,-3,-20,,,,,1,51,,,,,,5,-4.6154,,-23.0769,,,,,6,-1.5385,,21,-1,8,1,,-5,,,,426,,,,11,,,,-1,,,,,,,,,,,,,,,,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3846,,,-9,1,3,,1,7,8,-6,-8,2,6,1,-9,4,-1,-7,-3,3,,-20.2532,11,-74,-14,7,-13,-56,-23,-1,-171,-326,2,-6,-7,-800,-58,-29,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,-34,-13,-17,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3893,-80,28,-1,48,-289,68,49,48,48,-17,44,67,39,76,-212,68,43,-99,-256,-3,43,1210,44,31,32,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,13,1,,,4.193,30,3,3.0769,-23.0769,-20,1.5385,67,1.5385,,1,1.5385,-12.3077,27.6923,,7.6923,1.5385,6.1538,,-9,1,-4,71,-1096,-1,-8.5763,-5,-64,-31,-37,-60,-19,-332,26,13,-246,9,28,1552,30,30,40,29,28,28,38,22,22,14,14,14,6.3291,,
"Pretax Income (Loss), GAAP",PRETAX_INC,47.276,167.711,200.959,47.722,117.199,107.981,293.272,70.273,124.819,170.666,316.598,160.2,145.119,174.388,243.448,158.956,161.361,213.391,365.93,124.869,177.21,229.75,377.61,140.737,152.765,222.917,398.028,123.334,161.992,251.63,411.421,115.957,162,269,448,79,319,109,451,156,182,309,483,81,170,332,503,170,189,377,211,177,257,354,498,165,166,352,463,173,159,257,492,275,328,311,724,1681,146,494,732,232,279,160,1135,516,383,441,715,404,770,494,960,264,236,727,565,923,618,850,569,567,185,821,995,452,583,784,943,1337,936,994,1302,757,896,763,1207,1521,2266,1093,1220,84,5084,913,1066,289,680,1263,856,1037,73,1314,1252,-225,1748,-68,277,1218,-1052,1407,1882,1596,2171,3061,973,1083,2164,1232,
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,0.022,53.398,62.335,6.138,35.187,23.038,95.397,17.699,40.036,55.768,117.766,47.863,41.892,53.199,92.214,63.194,56.992,77.669,133.807,38.814,65.217,91.448,137.161,34.768,52.619,66.838,142.146,32.259,55.213,82.907,144.037,21.843,50,89,157,-17,106,28,156,33,57,101,165,13,56,109,165,49,19,123,57,45,78,111,160,19,28,95,143,1,22,54,153,53,77,75,231,14,6,127,227,8,30,-49,361,108,19,71,182,55,214,77,240,1,-32,147,158,256,157,243,154,138,144,211,297,125,153,292,279,453,286,274,421,247,242,219,418,504,675,289,364,-1988,1250,226,125,-25,74,124,58,193,-235,185,129,-34,250,-140,-27,265,-359,294,323,329,386,497,-46,169,227,-64,
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,47.254,114.313,138.624,41.584,82.012,84.943,197.875,52.574,84.783,114.898,198.832,112.337,103.227,121.189,151.234,95.762,104.369,135.722,232.123,86.055,111.993,138.302,240.449,105.969,100.146,156.079,255.882,91.075,106.779,168.723,267.384,94.114,112,180,291,96,213,81,295,123,125,208,318,68,114,223,338,121,170,254,154,132,179,243,338,146,138,257,320,172,137,203,339,222,251,236,1013,271,140,367,1088,224,249,209,774,408,364,370,533,349,556,417,720,263,268,580,407,667,461,607,415,429,41,610,698,327,430,492,664,884,650,720,881,510,654,544,789,1017,1591,804,856,2072,3834,687,941,314,606,1139,798,844,308,1129,1123,-191,1498,72,304,953,-693,1113,1559,1267,1785,2564,1019,914,1937,1296,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,-3.606,6.685,696.549,-10.448,135.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,222,,0,0,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,50.86,107.628,-557.925,52.032,-53.558,84.943,197.875,52.574,84.783,114.898,198.832,112.337,103.227,121.189,151.234,95.762,104.369,135.722,232.123,86.055,111.993,138.302,240.449,105.969,100.146,156.079,255.882,91.075,106.779,168.723,267.384,94.114,112,180,291,96,213,81,295,123,125,208,318,68,114,223,338,121,-52,254,154,132,179,243,335,146,138,257,320,172,137,203,339,222,251,236,493,1667,140,367,505,224,249,209,774,408,364,370,533,349,556,417,720,263,268,580,407,667,461,607,415,429,272,610,698,327,430,492,664,884,650,720,881,510,654,544,789,1017,1591,804,856,2072,3834,687,941,314,606,1139,798,844,308,1129,1123,-191,1498,72,304,953,-693,1113,1559,1267,1785,2564,1019,914,1937,1296,
