TSLA US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.585,20.812,28.405,31.241,36.286,49.03,58.171,57.666,39.375,30.167,26.653,50.104,306.332,561.792,405.139,431.346,615.219,620.542,769.349,851.804,956.661,939.88,954.976,936.789,1214.379,1147.048,1270.017,2298.436,2153.246,2482.326,2502.777,2667.17,2990.212,2998.729,3627.823,6425.096,6854.376,4216.803,5981.468,5901,6948,5692,5666,8192,9992,9895,11157,12951,17031,17461,16785,21303,23008,21395,24777,23207,23341,19337,25352,22067
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.804,16.96,22.144,21.945,24.965,31.002,39.663,40.442,31.54,19.957,21.891,58.865,282.475,465.472,304.656,328.478,458.629,465.414,556.354,599.953,694.964,679.807,741.606,705.293,995.815,894.58,995.241,1661.701,1849.353,2028.324,2122.942,2535.535,2849.463,2952.225,3383.301,5300.748,5782.973,3975.721,5428.63,5112,5993,4751,4769,6708,8678,8174,9074,10097,12872,13296,12700,16072,18541,18818,20394,19172,20729,17605,20922,20185
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.804,16.96,22.144,21.945,24.965,31.002,39.663,40.442,31.54,19.957,21.891,58.865,282.475,465.472,304.656,328.478,458.629,465.414,556.354,599.953,694.964,679.807,741.606,705.293,995.815,894.58,995.241,1661.701,1849.353,2028.324,2122.942,2535.535,2849.463,2952.225,3383.301,5300.748,5782.973,3975.721,5428.63,5112,5993,4751,4769,6708,8678,8174,9074,10097,12872,13296,12700,16072,18541,18818,20394,19172,20729,17605,20922,20185
Gross Profit,GROSS_PROFIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.781,3.852,6.261,9.296,11.321,18.028,18.508,17.224,7.835,10.21,4.762,-8.761,23.857,96.32,100.483,102.868,156.59,155.128,212.995,251.851,261.697,260.073,213.37,231.496,218.564,252.468,274.776,636.735,435.278,667.946,666.615,449.14,438.786,456.526,618.93,1523.665,1442.9,565.743,921.046,1191,1391,1234,1267,2063,2066,2215,2884,3660,4847,5460,4234,5382,5777,4511,4533,4178,4438,3696,4578,4997
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  - Operating Expenses,IS_OPERATING_EXPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.706,29.85,37.623,47.13,62.966,65.374,77.247,81.701,88.762,98.973,110.937,99.699,114.74,101.904,112.275,133.422,169.943,199.095,241.748,290.98,336.535,362.519,383.558,415.158,478.897,500.692,512.816,551.113,701.976,925.495,907.531,984.62,1036.927,1053.5,1240.322,1106.908,1029.364,1087.574,1088.504,930,1032,951,940,1254,1491,1621,1572,1656,2234,1857,1770,1694,1876,1847,2134,2414,2374,2525,2973,2280
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.563,16.585,22.207,20.432,25.349,24.212,24.716,27.618,27.556,30.582,36.083,37.798,45.908,47.045,59.963,77.071,101.489,117.551,134.031,155.107,196.97,195.365,201.846,236.367,288.654,318.21,321.152,336.811,456.016,603.455,537.757,652.998,682.29,686.404,750.759,729.876,667.452,703.929,647.261,596,699,627,661,888,969,1056,973,994,1494,992,961,961,1032,1076,1191,1253,1280,1374,1277,1186
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.143,13.265,15.416,26.698,37.617,41.162,52.531,54.083,61.206,68.391,74.854,61.901,68.832,54.859,52.312,56.351,68.454,81.544,107.717,135.873,139.565,167.154,181.712,178.791,190.243,182.482,191.664,214.302,245.96,322.04,369.774,331.622,354.637,367.096,386.129,350.848,356.297,340.174,323.898,334,345,324,279,366,522,666,576,611,740,865,667,733,810,771,943,1161,1094,1151,1074,1039
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.434,26.184,5.615,43.471,117.345,0,-12,0,0,0,0,-101,23,51,0,0,142,0,34,0,0,0,0,0,622,55
Operating Income (Loss),IS_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.925,-25.998,-31.362,-37.834,-51.645,-47.346,-58.739,-64.477,-80.927,-88.763,-106.175,-108.46,-90.883,-5.584,-11.792,-30.554,-13.353,-43.967,-28.753,-39.129,-74.838,-102.446,-170.188,-183.662,-260.333,-248.224,-238.04,85.622,-266.698,-257.549,-240.916,-535.48,-598.141,-596.974,-621.392,416.757,413.536,-521.831,-167.458,261,359,283,327,809,575,594,1312,2004,2613,3603,2464,3688,3901,2664,2399,1764,2064,1171,1605,2717
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.088,3.403,7.146,-2.982,-0.25,1.445,0.025,0.514,0.449,1.051,-0.681,2.228,-0.804,-16.983,18.409,7.164,1.553,5.024,31.997,31.852,29.072,48.695,10.872,44.412,55.016,30.197,51.499,55.611,-58.299,114.354,144.864,135.968,181.76,182.048,107.607,145.437,181.58,122.941,202.373,85,185,213,177,254,196,61,19,122,-22,-23,-10,52,-82,-136,-538,-281,-127,-382,-282,-67
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037,0.182,0.417,0.198,-0.063,,,,-0.046,-0.025,0.01,0.04,-0.058,0.108,20.077,6.424,6.137,11.742,30.771,28.762,28.484,26.39,24.105,28.981,37.867,39.374,44.126,43.855,62.925,96.256,103.656,111.578,140.083,144.332,158.518,168.313,167.375,148.691,161.617,170,160,159,162,157,240,89,64,116,46,33,18,-33,-124,-184,-210,-244,-272,-274,-262,-337
    + Interest Expense,IS_INT_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.23,0.464,0.298,0,,,,0.043,0.065,0.084,0.078,0.027,0.118,20.116,6.492,6.229,11.883,31.238,29.062,28.703,26.574,24.352,29.308,38.617,40.625,46.368,46.713,65.104,99.346,108.441,117.109,146.363,149.546,163.582,175.22,174.723,157.453,171.979,185,170,169,170,163,246,99,75,126,71,61,44,53,33,29,28,38,61,76,86,92
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,0.048,0.047,0.1,0.063,0.04,0.046,0.08,0.089,0.09,0.074,0.038,0.085,0.01,0.039,0.068,0.092,0.141,0.467,0.3,0.219,0.184,0.247,0.327,0.75,1.251,2.242,2.858,2.179,3.09,4.785,5.531,6.28,5.214,5.064,6.907,7.348,8.762,10.362,15,10,10,8,6,6,10,11,10,25,28,26,86,157,213,238,282,333,350,348,429
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.125,3.221,6.729,-3.18,-0.187,1.485,0.071,0.594,0.495,1.076,-0.691,2.188,-0.746,-17.091,-1.668,0.74,-4.584,-6.718,1.226,0.49,0.588,22.305,-13.233,-1.369,-2.851,-18.577,0.173,11.756,-130.724,12.998,16.908,24.39,25.277,-9.984,-9.411,-23.276,9.105,-51.55,29.956,-92,-29,54,26,-47,-14,-88,-45,49,-68,-56,-28,85,42,48,-328,-37,145,-108,-20,270
"Pretax Income (Loss), Adjusted",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.013,-29.401,-38.508,-34.852,-51.395,-48.791,-58.764,-64.991,-81.376,-89.814,-105.494,-110.688,-90.079,11.399,-30.201,-37.718,-14.906,-48.991,-60.75,-70.981,-103.91,-151.141,-181.06,-228.074,-315.349,-278.421,-289.539,30.011,-208.399,-371.903,-385.78,-671.448,-779.901,-779.022,-728.999,271.32,231.956,-644.772,-369.831,176,174,70,150,555,379,533,1293,1882,2635,3626,2474,3636,3983,2800,2937,2045,2191,1553,1887,2784
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2092,0,0,0,0,0,0,0,0,0,0,26.171,-14.608,0.618,-41.9565,58.9215,12.452,34.1065,74.08,52.237,170.047,39.973,34.337,61.892,146.855,21.069,65,7,5,55,50,-101,23,51,0,0,142,0,34,0,0,0,0,0,622,55
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.171,-14.608,0.618,22.452,41.12,12.452,6.068,46.13,52.237,66.613,13.789,28.722,18.421,29.51,21.069,77,7,5,55,50,,,,,,,,,,,,,,,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.727,17.8015,,28.0385,27.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.184,5.615,43.471,117.345,,-12,,,,,-101,23,51,,,142,,,,,,,,622,55
"Pretax Income (Loss), GAAP",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.013,-29.401,-38.508,-34.852,-51.395,-48.791,-58.764,-64.991,-81.376,-89.814,-105.494,-110.688,-90.079,11.399,-30.201,-37.718,-14.906,-48.991,-60.75,-70.981,-103.91,-151.141,-181.06,-228.074,-315.349,-278.421,-289.539,30.011,-208.399,-371.903,-385.78,-671.448,-779.901,-779.022,-728.999,271.32,231.956,-644.772,-369.831,176,174,70,150,555,379,533,1293,1882,2635,3626,2474,3636,3983,2800,2937,2045,2191,1553,1887,2784
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.118,0.009,0.083,-0.037,0.15,0.139,0.087,0.112,0.059,0.109,0.116,-0.147,0.151,0.301,0.778,1.358,0.809,1.15,3.727,3.719,3.04,3.167,1.784,5.048,3.846,3.649,8.133,11.07,25.278,15.647,-0.285,-9.094,5.605,13.707,16.647,21.878,22.873,19.431,26,42,2,21,186,83,69,115,223,292,346,205,305,276,261,323,167,-5752,409,393,601
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.242,-29.519,-38.517,-34.935,-51.358,-48.941,-58.903,-65.078,-81.488,-89.873,-105.603,-110.804,-89.932,11.248,-30.502,-38.496,-16.264,-49.8,-61.9,-74.708,-107.629,-154.181,-184.227,-229.858,-320.397,-282.267,-293.188,21.878,-219.469,-397.181,-401.427,-671.163,-770.807,-784.627,-742.706,254.673,210.078,-667.645,-389.262,150,132,68,129,369,296,464,1178,1659,2343,3280,2269,3331,3707,2539,2614,1878,7943,1144,1494,2183
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.242,-29.519,-38.517,-34.935,-51.358,-48.941,-58.903,-65.078,-81.488,-89.873,-105.603,-110.804,-89.932,11.248,-30.502,-38.496,-16.264,-49.8,-61.9,-74.708,-107.629,-154.181,-184.227,-229.858,-320.397,-282.267,-293.188,21.878,-219.469,-397.181,-401.427,-671.163,-770.807,-784.627,-742.706,254.673,210.078,-667.645,-389.262,150,132,68,129,369,296,464,1178,1659,2343,3280,2269,3331,3707,2539,2614,1878,7943,1144,1494,2183
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98.132,-66.904,-65.03,-51.787,-95.457,-75.076,-25.167,-56.843,70.595,34.49,19.072,7,27,52,25,38,26,26,36,41,22,-38,10,39,20,26,-89,25,15,15,16,16
"Net Income, GAAP",NET_INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.242,-29.519,-38.517,-34.935,-51.358,-48.941,-58.903,-65.078,-81.488,-89.873,-105.603,-110.804,-89.932,11.248,-30.502,-38.496,-16.264,-49.8,-61.9,-74.708,-107.629,-154.181,-184.227,-229.858,-320.397,-282.267,-293.188,21.878,-121.337,-330.277,-336.397,-619.376,-675.35,-709.551,-717.539,311.516,139.483,-702.135,-408.334,143,105,16,104,331,270,438,1142,1618,2321,3318,2259,3292,3687,2513,2703,1853,7928,1129,1478,2167
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.242,-29.519,-38.517,-34.935,-51.358,-48.941,-58.903,-65.078,-81.488,-89.873,-105.603,-110.804,-89.932,11.248,-30.502,-38.496,-16.264,-49.8,-61.9,-74.708,-107.629,-154.181,-184.227,-229.858,-320.397,-282.267,-293.188,21.878,-121.337,-330.277,-336.397,-619.376,-675.35,-709.551,-717.539,311.516,139.483,-702.135,-408.334,143,105,16,104,331,270,438,1142,1618,2321,3318,2259,3292,3687,2513,2703,1853,7928,1129,1478,2167
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.242,-29.519,-38.517,-34.935,-51.358,-48.941,-58.903,-65.078,-81.488,-89.873,-105.603,-110.804,-89.932,11.248,-30.502,-38.496,-16.264,-49.8,-61.9,-74.708,-107.629,-154.181,-184.227,-229.858,-320.397,-282.267,-293.188,21.878,-121.337,-330.277,-336.397,-619.376,-675.35,-709.551,-717.539,311.516,139.483,-702.135,-408.334,143,105,16,104,331,270,438,1142,1618,2321,3318,2259,3292,3687,2513,2703,1853,7928,1129,1478,2167
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.386,0,0,0,0,0,0,0,0,0,0,17.0112,-9.4952,0.4017,-58.3262,38.299,8.0938,22.1692,57.9345,41.2672,134.3371,31.5787,27.1262,48.8947,116.0155,16.6445,51.35,5.53,3.95,43.45,39.5,-79.79,18.17,40.29,0,0,112.18,0,26.86,0,0,0,-5927,0,491.38,43.45
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.3852,109.5291,114.652,1384.0608,1413.6,1427.8102,1466.359,1561.1525,1565.88,1571.7651,1578.6368,1583.3424,1706.445,1720.6785,1772.9041,1827.9375,1842.03,1852.0917,1863.75,1873.665,1882.455,1889.1999,1900.335,1935.09,1966.5,1990.14,2099.745,2234.865,2325.36,2431.935,2478.18,2509.41,2524.71,2537.19,2549.955,2563.395,2580.39,2594.835,2649.81,2685,2700,2745,2790,2811,2853,2883,2913,2994,3045,3102,3111,3146,3160,3166,3171,3176,3181,3186,3191,3198
