BYDDY US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Free Cash Flow,CF_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2986.59,-420.309,1648.724,43.246,-2605.634,954.099,-791.669,58.706,-2542.429,-1294.414,-2566.972,-2236.289,-3890.16,-1486.032,1105.792,-4266.638,-8212.186,1176.776,-4356.661,-4173.291,-5049.032,-3443.054,-6103.67,-5072.619,-216.393,816.374,-4869.275,-6148.035,2637.101,-159.7079,-5340.495,-10098.649,1286.839,4894.2221,275.442,7007.168,9755.909,13580.746,-4545.317,2743.164,11394.963,16795.826,-1864.379,8229.371,19280.094,16458.396,-17995.504,33330.788,-19372.982,51211.828,-15984.321,-17045.481,
Free Cash Flow to Firm,CF_FREE_CASH_FLOW_FIRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0403,2316.9042,-4278.0855,-5563.8271,3445.433,235.8061,-4676.8232,-9342.6619,2040.585,5733.4876,1035.8263,7679.0432,10412.8132,14203.546,-4119.852,3140.7214,11846.6207,17115.7571,-1572.66,8494.9024,19587.2874,16703.4941,-17738.2473,33909.9526,-19055.7238,51599.0216,-15499.9629,-16610.7701,
Free Cash Flow to Equity,FREE_CASH_FLOW_EQUITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-175.1,695.338,365.697,-927.187,-44.594,51.724,1139.628,1765.336,-1022.254,-2865.028,3145.665,-2622.8,-1726.039,627.372,-581.982,929.186,-2088.724,338.938,1517.644,-12250.603,1896.581,1709.152,-211.418,1327.014,1196.243,156.07,1348.757,4032.539,-633.4279,1820.611,-2423.979,1500.783,1134.5901,833.035,-1580.482,252.005,3583.776,-8810.482,-5625.812,14382.484,9167.817,-9339.793,11903.657,13120.044,10274.865,-5262.543,26285.625,-18964.367,63659.352,-20380.106,-22766.02,
Free Cash Flow per Basic Share,FREE_CASH_FLOW_PER_SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price to Free Cash Flow,PX_TO_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow to Net Income,CASH_FLOW_TO_NET_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2623,2.0353,1.7218,0.3106,212.8613,-31.2232,,,-9.4772,1.3877,104.7555,,-365.268,37.4613,4.4688,3.5504,-23.5626,5.3925,-115.6537,0.1998,-56.6583,29.3995,29.7383,-4.0644,-3.4204,5.817,-1.9256,-0.5614,-1.4685,0.3768,-4.6206,-1.5154,3.1514,4.1762,-8.0829,-5.0837,6.5785,4.1107,-0.64,-4.6661,41.9063,252.0454,37.3442,6.1763,7.1023,19.7123,-1.4218,9.5518,17.0982,55.5085,14.3368,11.0889,8.2975,6.7894,3.4775,9.805,1.5036,8.3398,2.2128,0.4509,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,SALES_REV_TURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10228.089,13108.874,12655.669,11590.101,10256.255,12183.324,,,11567.852,14097.034,11390.649,10607.339,10310.782,13486.315,12526.579,12881.262,12432.565,13819.344,11505.221,14746.408,13499.991,17486.823,14947.816,15973.62,16688.28,31131.926,19977.599,24355.637,27535.854,31600.907,21046.138,23991.499,28895.258,31981.807,24737.565,29413.365,34830.396,41073.381,30304.111,31880.152,31637.534,33916.726,19678.542,40824.444,44519.647,51575.058,40991.873,49893.527,54306.958,70950.037,66825.185,83782.067,117080.595,156372.788,120173.608,139950.535,162150.695,180040.516,124944.397,176182.316,
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10228.089,13108.874,12655.669,11590.101,10256.255,12183.324,,,11567.852,14097.034,11390.649,10607.339,10310.782,13486.315,12526.579,12881.262,12432.565,13819.344,11505.221,14746.408,13499.991,17486.823,14947.816,15973.62,16688.28,31131.926,19977.599,24355.637,27535.854,31600.907,21046.138,23991.499,28895.258,31981.807,24737.565,29413.365,34830.396,41073.381,30304.111,31880.152,31637.534,33916.726,19678.542,40824.444,44519.647,51575.058,40991.873,49893.527,54306.958,70950.037,66825.185,83782.067,117080.595,156372.788,120173.608,139950.535,162150.695,180040.516,124944.397,176182.316,
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7869.752,10067.5,9554.151,9514.306,8731.365,10621.153,,,9899.712,11547.117,9692.229,9354.339,9195.135,13185.111,10830.403,11068.816,10762.268,12084.068,9729.657,12524.16,11948.348,14941.721,12659.597,13416.153,13814.442,26623.367,16419.554,19168.887,21865.709,24946.75,16625.725,19259.669,23365.65,26524.438,20496.606,25511.991,29114.472,33878.978,24531.984,26990.914,27252.213,28149.177,16203.918,32442.767,34584.857,43019.838,35828.95,43455.968,47068.821,61643.95,58537.865,71727.613,94881.469,126668.733,98706.595,113744.961,126275.113,141831.681,97603.387,143256.595,
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7869.752,10067.5,9554.151,9514.306,8731.365,10621.153,,,9899.712,11547.117,9692.229,9354.339,9195.135,13185.111,10830.403,11068.816,10762.268,12084.068,9729.657,12524.16,11948.348,14941.721,12659.597,13416.153,13814.442,26623.367,16419.554,19168.887,21865.709,24946.75,16625.725,19259.669,23365.65,26524.438,20496.606,25511.991,29114.472,33878.978,24531.984,26990.914,27252.213,28149.177,16203.918,32442.767,34584.857,43019.838,35828.95,43455.968,47068.821,61643.95,58537.865,71727.613,94881.469,126668.733,98706.595,113744.961,126275.113,141831.681,97603.387,143256.595,
Gross Profit,GROSS_PROFIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358.337,3041.374,3101.518,2075.795,1524.89,1562.171,,,1668.14,2549.917,1698.42,1253,1115.647,301.204,1696.176,1812.446,1670.297,1735.276,1775.564,2222.248,1551.643,2545.102,2288.219,2557.467,2873.838,4508.559,3558.045,5186.75,5670.145,6654.157,4420.413,4731.83,5529.608,5457.369,4240.959,3901.374,5715.924,7194.403,5772.127,4889.238,4385.321,5767.549,3474.624,8381.677,9934.79,8555.22,5162.923,6437.559,7238.137,9306.087,8287.32,12054.454,22199.126,29704.055,21467.013,26205.574,35875.582,38208.835,27341.01,32925.721,
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.83,210.416,233.336,130.354,132.33,362.119,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604.538,235.652,408.345,630.764,257.388,555.732,884.575,439.681,459.638,341.258,483.101,544.211,189.28,288.716,673.02,442.453,521.835,543.187,762.721,204.774,444.775,501.367,570.22,687.719,1169.922,962.191,2433.627,1796.253,3028.106,
  - Operating Expenses,IS_OPERATING_EXPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.725,1559.405,1351.326,1324.328,1355.597,1619.423,,,1378.199,1853.861,1483.504,1139.662,1028.131,1369.765,1320.592,1348.406,1345.954,1583.923,1444.583,1575.747,1725.112,2207.471,1751.816,1913.599,2008.063,3143.015,2137.118,3069.846,3466.983,4597.399,3212.251,2999.781,3496.192,3748.526,3805.783,3278.545,4254.05,5052.292,4102.362,3942.961,3857.838,4499.737,2594.832,5255.035,5903.533,7166.945,4226.321,5117.978,5732.804,8861.746,7311.348,9586.64,15716.087,20636.251,17095.712,20396.957,24485.3,30039.434,24154.678,24753.467,
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.652,819.117,881.949,992.361,1022.412,1064.701,,,1261.381,1539.773,1278.684,1102.435,993.315,1322.37,1268.226,1305.516,1294.098,1458.732,1371.473,1541.102,1643.613,2102.841,1716.152,1787.516,1976.978,2802.406,1900.809,2925.634,3478.296,2734.235,2615.91,1369.894,2231.744,1754.332,2026.251,1873.895,2165.746,2147.297,2107.572,2263.841,2134.494,1980.987,1626.325,2399.322,2603.075,2748.384,2410.049,2649.182,2982.851,3749.789,3680.131,4713.042,7372.399,9302.474,8013.964,9642.727,9850.613,11165.799,10572.098,11439.822,
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.446,484.53,503.002,511.847,474.589,686.443,,,377.054,575.437,422.524,369.13,297.958,422.185,461.856,529.258,415.707,605.024,472.773,513.041,605.148,637.796,611.312,589.818,537.241,1129.621,602.332,1201.715,1059.784,1332.508,1058.996,1189.956,1288.806,1387.53,1172.277,970.472,1243.768,1066.26,1063.088,1237.442,1045.158,1000.209,684.5,1320.89,1522.93,1527.293,1247.47,1404.742,1606.361,1823.105,1978.293,2744.37,4633.309,5704.704,4648.263,6189.791,6389.056,7984.285,6803.589,7513.362,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.206,334.587,378.947,480.514,547.823,378.258,,,884.327,964.336,856.16,733.305,695.357,900.185,806.37,776.258,878.391,853.708,898.7,1028.061,1038.465,1465.045,1104.84,1197.698,1439.737,1672.785,1298.477,1723.919,2418.512,1401.727,1556.914,179.938,942.938,366.802,853.974,903.423,921.978,1081.037,1044.484,1026.399,1089.336,980.778,941.825,1078.432,1080.145,1221.091,1162.579,1244.44,1376.49,1926.684,1701.838,1968.672,2739.09,3597.77,3365.701,3452.936,3461.557,3181.514,3768.509,3926.46,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.446,605.965,446.601,255.82,328.035,505.35,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.605,1352.396,1029.424,1049.745,1407.708,1502.483,1293.328,1201.895,1343.891,1790.258,756.531,1768.83,2366.43,2573.07,1217.204,1778.483,2238.085,2757.202,2360.666,3063.59,5445.761,7784.436,6237.909,7596.739,11103.731,14636.566,10610.654,9010.102,
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.627,134.323,22.776,76.147,5.15,49.372,,,116.818,314.088,204.82,37.227,34.816,47.395,52.366,42.89,51.856,125.191,73.11,34.645,81.499,104.63,35.664,126.083,31.085,340.609,236.309,144.212,-11.313,1863.164,596.341,1629.887,260.843,641.798,750.108,354.905,680.596,1402.512,701.462,477.225,379.453,728.492,211.976,1086.883,934.028,1845.491,599.068,690.313,511.868,2354.755,1270.551,1810.008,2897.927,3549.341,2843.839,3157.491,3530.956,4237.069,2971.926,4303.543,
Operating Income (Loss),IS_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.442,1692.385,1983.528,881.821,301.623,304.867,,,289.941,696.056,214.916,113.338,87.516,-1068.561,375.584,464.04,324.343,151.353,330.981,646.501,-173.469,337.631,536.403,643.868,865.775,1365.544,1420.927,2116.904,2203.162,2056.758,1208.162,2336.587,2269.068,2117.188,1065.94,880.217,2017.606,3026.686,2109.446,1405.915,868.741,1750.913,1424.003,3315.922,4319.973,2061.295,1379.055,1841.416,2048.52,1207.062,1180.746,2912.589,6984.406,9638.024,5059.02,6978.539,12352.473,10603.028,4982.585,11200.36,
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.223,47.83,49.266,42.518,140.42,97.368,,,153.07,-404.632,81.457,87.453,-17.576,-1094.85,191.601,29.631,230.124,31.883,212.668,115.883,-207.118,146.259,332.409,17.324,-1049.245,316.116,272.397,256.359,361.937,338.648,186.531,708.208,723.439,692.186,760.379,98.724,670.505,1075.201,1049.712,592.001,574.759,1487.412,1042.068,769.776,1570.278,856.484,722.958,293.398,326.179,615.515,126.291,-674.437,-493.226,677.408,-158.219,-1204.142,-313.012,-600.204,-734.78,-310.413,
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.835,1656.152,644.302,720.393,797.62,486.115,715.986,738.809,752.304,926.547,820.985,795.929,674.887,617.387,425.408,337.16,384.71,128.523,-28.069,-163.626,-42.776,-278.796,-232.836,42.163,-311.408,-466.509,-14.679,-61.881,
    + Interest Expense,IS_INT_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.266,52.406,130.532,49.179,,,,,,,,,,,,,,,,,,,,,,,,,,,627.486,1715.284,683.894,748.18,856.198,547.388,791.579,809.82,898.783,987.225,902.007,829.847,717.222,674.725,546.219,473.507,523.572,364.344,337.467,315.217,379.355,284.311,307.133,670.34,369.095,481.037,580.449,535.611,
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.651,59.132,39.592,27.787,58.578,61.273,75.593,71.011,146.479,60.678,81.022,33.918,42.335,57.338,120.811,136.347,138.862,235.821,365.536,478.843,422.131,563.107,539.969,628.177,680.503,947.546,595.128,597.492,
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-502.543,-13.313,-0.001,0,0,0,0,0,0,0,-4.261,-194.79,8.296,0,-1.466,-1438.163,-13.54,-1.392,-20.202,174.572,-26.775,-0.32,-16.323,-2.494,0.668,0,-398.2,250.693,-42.538,-68.628,249.627,85.747,119.173,97.06,-64.453,61.282,-7.916,9.71,-39.621,6.701,-64.951,-25.384,-9.586,-6.591,147.579,-30.431,37.599,-22.183,-342.671,-165.079,-130.599,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.429,12.645,4.877,7.727,11.651,0.248,-0.079,35.013,18.979,-5.505,8.599,2.847,-2.068,113.011,27.016,63.789,87.111,64.883,52.402,62.397,39.941,445.084,3.076,15.944,120.432,85.07,3.369,23.188,-114.981,313.148,9.37,82.962,21.273,309.171,-2.523,97.73,12.227,79.403,127.715,-49.357,-26.857,93.794,225.915,178.719,-31.021,312.272,-215.063,-382.875,-362.291,-317.226,-456.861,-456.798,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.223,47.83,0,-9.888,9.888,48.189,,,170.499,85.266,89.893,79.727,-29.227,-1095.098,191.68,-5.382,211.145,37.388,204.069,117.297,-10.26,24.952,305.393,-44.999,301.807,264.773,221.387,214.164,147.424,-79.661,183.775,708.587,14.666,-1049.704,112.708,-246.657,-262.827,318.476,392.984,-479.397,-284.565,132.521,126.546,-59.43,821.882,167.61,160.125,45.216,-38.375,458.149,-46.171,-679.944,-412.838,496.353,320.111,-901.029,382.87,526.202,-98.161,338.865,
"Pretax Income (Loss), Adjusted",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.219,1644.555,1934.262,839.303,161.203,207.499,,,136.871,1100.688,133.459,25.885,105.092,26.289,183.983,434.409,94.219,119.47,118.313,530.618,33.649,191.372,203.994,626.544,1915.02,1049.428,1148.53,1860.545,1841.225,1718.11,1021.631,1628.379,1545.629,1425.002,305.561,781.493,1347.101,1951.485,1059.734,813.914,293.982,263.501,381.935,2546.146,2749.695,1204.811,656.097,1548.018,1722.341,591.547,1054.455,3587.026,7477.632,8960.616,5217.239,8182.681,12665.485,11203.232,5717.365,11510.773,
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,125.568,0,24.91,0,38.056,,,40.532,-426.986,-25.388,1.686,-24.146,15.476,-1.724,-22.552,-14.645,-5.175,-16.435,24.488,-458.092,110.457,-32.4,-6.541,-1440.101,75.719,7.435,147.766,257.533,-276.088,-24.159,-26.239,-31.829,68.979,158.16,-625.111,-4.668,453.256,-89.921,-46.68,-1.89,520.307,-112.598,411.881,105.353,251.124,-20.934,13.08,-423.861,514.715,-112.812,298.581,21.837,767.031,15.824,283.065,-1.747,146.739,-222.233,-224.178,
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.207,,13.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.07,,24.91,,16.141,,,8.511,-15.473,2.605,11.3,-4.344,4.39,1.231,-11.744,2.683,6.617,8.58,7.804,,,-19.873,23.636,10.572,21.716,9.648,12.75,54.521,59.798,8.199,19.681,11.42,15.85,20.726,2.111,,,,,33.636,,-5.462,96.575,,,31.5,39.047,,,,,,,113.687,328.056,,,261.472,185.526,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.72,,,,10.776,,,,80.179,,,,9.715,,,,15.373,,,,78.315,,,,,,,,,,,,5,,,,458.564,,,,6.304,,96.876,,5.885,,0.212,-0.212,93.293,,56.617,-56.617,322.054,,,,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,30.151,,,,,,,,37,,,,116.871,,169.856,,-126.374,,,,,,,,,,,,,,90.185,,,,,,,,91.588,-91.588,91.588,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.222,,,,,,,,-502.543,,,,,,,,,,,,-186.494,,,-1438.163,-0.002,,0.56,174.6,-16.259,,,,,,-403.868,,,,,,,,5.765,-5.765,9.028,,0.46,,,,,,,,-23.595,,,,1.371,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.916,,,,,,,,-20.336,,,,-30.256,,,,-35.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.314,,,,,,,,-4.261,,,,,,-13.012,,-18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.021,-61.149,-27.993,30.616,-19.802,-28.78,-2.955,-10.808,-17.328,-27.165,-25.015,41.281,-458.092,181.636,-12.527,0.079,-12.51,-31.647,-2.213,5.704,28.412,-193.253,-32.358,-45.92,-43.249,48.129,137.434,-223.354,-4.668,-5.308,-89.921,-46.68,-35.526,514.003,-107.136,122.48,111.118,236.211,-52.434,-26.639,-352.642,421.422,-112.812,150.376,170.042,353.389,-97.863,-21.396,416.401,146.739,-483.705,-411.075,
"Pretax Income (Loss), GAAP",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.219,1644.555,1934.262,839.303,161.203,207.499,,,136.871,1100.688,133.459,25.885,105.092,26.289,183.983,434.409,94.219,119.47,118.313,530.618,33.649,191.372,203.994,626.544,1915.02,1049.428,1148.53,1860.545,1841.225,1718.11,1021.631,1628.379,1545.629,1425.002,305.561,781.493,1347.101,1951.485,1059.734,813.914,293.982,263.501,381.935,2546.146,2749.695,1204.811,656.097,1548.018,1722.341,591.547,1054.455,3587.026,7477.632,8960.616,5217.239,8182.681,12665.485,11203.232,5717.365,11510.773,
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.193,120.148,143.864,41.674,31.607,6.532,,,19.46,17.555,79.853,-24.663,70.153,-47.508,27.974,54.16,6.591,-32.51,30.799,56.55,-23.099,69.832,50.703,155.639,356.674,93.774,250.884,289.124,338.641,209.749,240.265,244.582,248.914,-30.056,41.42,171.273,75.31,541.444,171.237,54.105,47.44,39.492,59.967,484.691,231.247,92.719,145.045,248.299,236.569,-79.176,142.945,565.4,1422.408,1235.872,847.244,1112.957,1778.777,2185.589,946.486,2168.436,
