AMT US Equity,"=BDH($A$1, $B6, ""19900101"","""",""sort=a"",""dir=h"",""per=cq"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
Price to Free Cash Flow,PX_TO_FREE_CASH_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156.9535,53.2356,24.7214,19.1551,20.5169,18.8217,23.716,17.9742,22.2615,24.685,26.2124,30.4361,30.0103,31.2066,32.0485,32.4669,31.0532,32.256,32.7964,29.8425,31.5778,,,,18.1413,25.1104,29.0711,26.8512,26.234,30.7002,30.7382,31.3338,34.008,36.7717,36.9324,33.6855,32.1718,30.2834,36.0296,36.3736,35.5414,36.48,36.0605,37.3012,36.412,36.1495,33.7372,30.0702,29.6283,27.055,28.2346,28.9745,28.2684,25.1201,22.2532,24.4172,26.5771,27.8533,28.7852,28.3532,26.8465,26.2851,24.5398,30.9778,31.2685,32.6175,36.8171,34.644,41.3862,38.1726,34.9463,35.0072,41.1207,29.9205,38.3891,38.6471,41.2707,88.3125,53.71,44.0139,37.6876,23.6813,34.4069,28.7668,26.4586,31.6556
Cash Flow to Net Income,CASH_FLOW_TO_NET_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3905,52.5714,7.6886,7.7111,,3.0462,,4.3265,1.1131,6.6805,2.1777,3.5108,3.6172,3.564,2.995,2.6335,2.6363,2.7635,2.9499,3.0903,2.3915,,1.5404,1.8166,7.4853,1.5239,2.1952,2.2988,3.9119,1.9982,4.5469,2.3535,2.5415,2.3952,3.1321,2.6378,3.374,4.9239,2.6785,2.048,3.9872,2.5221,3.1556,2.1455,2.1515,2.1077,3.3082,2.7763,3.0649,2.0531,4.5504,1.9756,2.4158,1.8797,1.7659,1.9277,2.2165,2.0678,3.1013,1.6941,1.2755,2.8996,1.4974,0.9324,1.019,0.632,,3.1879,2.5424,2.2161,13.4499,1.3992,1.4867,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,SALES_REV_TURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.598,,,,,,,,,,,,,,,,186.616,165.837,174.946,147.683,161.467,175.282,186.874,108.87,168.791,172.292,180.881,184.696,184.355,188.06,264.746,307.625,320.409,325.863,333.467,337.646,352.474,358.423,367.585,378.112,382.184,393.728,409.268,408.324,408.678,423.358,444.105,447.973,454.434,469.937,513.322,547.642,562.695,597.235,630.403,653.199,696.517,697.734,713.335,768.374,802.728,808.83,807.88,941.969,984.089,1031.457,1038.188,1046.314,1079.19,1174.375,1237.91,1280.041,1289.047,1442.227,1514.845,1539.6,1616.2,1662.434,1680.766,1704.5,1741.8,1780.9,1785.5,2131.9,1813.4,1889.6,1953.6,1923.7,1993.1,1913,2012.9,2122.5,2158.5,2298.9,2454.3,2445.2,2660.3,2674.3,2671.5,2705,2767.2,2771.7,2818.6,2786.7,2834.1,2900.3,
    + Sales & Services Revenue,IS_SALES_AND_SERVICES_REVENUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  - Cost of Revenue,IS_COGS_TO_FE_AND_PP_AND_G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Cost of Goods & Services,IS_COG_AND_SERVICES_SOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,GROSS_PROFIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  + Other Operating Income,IS_OTHER_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.616,13.456,13.501,,,13.396,,12.316,12.527,15.472,15.781,28.69,25.295,19.631,11.305,18.086,23.969,25.696,27.069,16.46,17.01,20.14,25.061,28.917,21.396,16.035,16.909,18.3,22.1,24.259,25.417,26.2,31.4,31.5,33.9,28.6,27.4,40.7,32,15.3,19.9,19.8,25.3,22.9,28.8,65.9,85.4,67.2,59.5,59.8,61.6,60.2,52.7,43.1,26.2,21,30.2,47.4,
  - Operating Expenses,IS_OPERATING_EXPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.305,,,,,,,,,,,,,,,,57.017,29.948,35.06,-3.434,14.712,21.5,26.274,-52.993,3.561,3.345,5.134,4.18,2.202,2.09,2.364,1.69,2.071,2.609,2.961,3.65,3.522,4.132,4.841,3.677,3.627,4.922,10.161,8.121,7.615,10.243,7.466,7.061,10.799,11.463,11.882,28.689,19.173,16.237,23.244,30.133,29.108,13.268,14.927,40.68,24.79,13.39,20.345,44.145,23.825,21.848,23.051,37.881,13.157,25.622,24.975,36.374,8.8,20.851,20.71,41.5,6.2,18.839,19.541,211.4,167.8,67,34.8,243.7,20.1,28.7,34.7,82.8,14.2,38.2,15.3,198.1,50.4,39.8,85.2,223.3,26.1,19.7,52.8,669,127.5,61.7,349.3,241.2,2.8,-1.9,
"    + Selling, General & Admin",IS_SGA_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Selling & Marketing,IS_SELLING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + General & Administrative,IS_GENERAL_AND_ADMINISTRATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.862,,,,,,,,,,,,,,,,6.829,6.474,6.822,10.104,6.648,6.965,6.493,6.761,6.879,6.651,6.861,62.703,6.973,22.364,32.594,46.128,36.313,36.61,42.384,45.355,48.643,42.063,49.03,46.747,48.909,41.784,44.719,44.962,57.631,49.861,47.865,46.337,53.527,53.582,57.295,65.365,66.132,72.321,76.476,73.895,79.584,76.848,81.459,89.41,101.153,99.803,97.781,116.808,110.029,98.499,108.909,129.105,123.29,116.338,114.832,143.375,135.315,138.234,131.537,138.3,164.8,153.148,147.961,171.1,204.9,157.9,177.9,192.5,198.1,164.8,187.9,179.6,217.8,188.6,176,196.3,182.6,207.2,205.9,215.9,293.9,222.9,231.2,224.3,263.9,244.4,231.9,252.3,257,234.3,
    + Research & Development,IS_OPERATING_EXPENSES_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Operating Expense,IS_OTHER_OPERATING_EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.799,11.463,11.882,28.689,19.173,16.237,23.244,30.133,29.108,13.268,14.927,40.68,24.79,13.39,20.345,44.145,23.825,21.848,23.051,37.881,13.157,25.622,24.975,36.374,8.8,20.851,20.71,41.5,6.2,18.839,19.541,211.4,167.8,67,34.8,243.7,20.1,28.7,34.7,82.8,14.2,38.2,15.3,198.1,50.4,39.8,85.2,223.3,26.1,19.7,52.8,669,127.5,61.7,349.3,241.2,2.8,-1.9,
Operating Income (Loss),IS_OPER_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547,,,,,,,,,,,,,,,,-73.034,-72.988,-64.958,-56.856,-65.985,-58.213,-49.244,-77.302,-51.027,-49.509,-38.152,-40.894,-21.687,-20.82,-14.391,3.825,14.966,17.015,17.716,19.795,33.08,36.297,38.375,43.985,80.131,92.865,92.757,98.606,91.906,105.807,117.981,125.929,178.849,188.716,213.372,203.441,218.3,225.789,228.305,247.738,274.446,270.486,295.552,279.235,299.686,312.812,308.879,292.928,353.637,402.499,384.807,345.979,419.966,389.774,400.925,402.124,451.853,432.806,479.074,489.3,531.4,576.909,561.151,329,402.9,546,567.2,388.9,614.9,683.9,728.3,661.3,736.8,691.3,785.1,674.3,828.7,849.2,827.5,626.6,725.1,782.3,652.9,192,775.6,873.7,658.7,716.9,1236.6,1284.3,
  - Non-Operating (Income) Loss,IS_NONOP_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.02,58.549,49.129,66.615,54.916,46.741,223.35,88.205,36.84,212.982,50.673,117.895,119.516,240.146,130.071,182.823,142.675,159.038,167.751,151.754,200.602,218.638,208.95,154.637,141.422,196.832,193.302,195.6,197.2,164.439,193.055,187.6,153.7,227.7,177.4,191.6,173.3,220,186.3,192.4,297.1,231.8,282.9,254.6,126.1,28.5,49.9,98.1,-0.1,-116,-202.9,950.6,407.2,399,15.7,681.7,205.7,255.9,
"    + Interest Expense, Net",IS_NET_INTEREST_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.416,51.795,57.365,63.206,68.624,68.211,72.476,80.951,89.321,94.364,96.969,99.073,106.509,95.817,100.449,123.58,138.694,141.291,136.701,138.999,142.374,141.441,142.291,142.155,153.63,171.82,181.042,174.1,171.1,175.947,177.758,178.7,181.5,192.9,198.5,198,195.1,192.8,189.1,190.4,198.7,189.3,181.2,184.6,195.6,206.1,216.7,212.1,252.5,262.3,275.2,274.9,309.4,317.5,313.5,314.4,318.7,321.7,
    + Interest Expense,IS_INT_EXPENSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.791,,,,,,,,,,,,,,,,63.77,65.537,62.718,62.421,71.742,71.201,68.906,67.934,69.157,68.021,65.631,59.428,54.716,53.043,57.651,57.009,54.257,53.69,54.448,53.248,53.274,58.384,59.919,64.247,65.514,62.508,63.546,62.016,61.568,62.654,64.122,61.459,58.417,56.074,62.904,68.623,74.427,74.512,77.796,85.119,95.117,100.233,102.272,104.043,111.766,100.815,106.335,139.38,143.307,146.234,143.212,147.481,147.934,148.507,149.787,149.721,159.88,181.036,190.16,186,183.7,187.028,188.784,190.1,199.6,211.3,209.2,208.8,207.5,204.5,201.3,200.9,208.8,197.7,190.9,196.1,207,213.7,226.1,224.1,262.4,276.6,294,303.5,340.2,348.1,359.2,350.7,366.7,365.4,
    - Interest Income,IS_INT_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Other Investment (Inc) Loss,IS_OTHER_INVESTMENT_INCOME_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + (Income) Loss from Affiliates,INCOME_LOSS_FROM_AFFILIATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Non-Op (Income) Loss,IS_OTHER_NON_OPERATING_INC_LOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.397,2.475,-13.775,3.409,-19.51,-27.76,145.556,3.097,-58.259,112.754,-51.597,13.862,7.75,139.331,23.736,43.443,-0.632,12.804,24.539,4.273,52.668,70.131,59.163,4.916,-18.458,15.796,3.142,9.6,13.5,-22.589,4.271,-2.5,-45.9,16.4,-31.8,-17.2,-34.2,15.5,-15,-8.5,88.3,34.1,92,58.5,-80.9,-185.2,-176.2,-126,-262.5,-392.6,-496.9,647.1,67,50.9,-343.5,331,-161,-109.5,
"Pretax Income (Loss), Adjusted",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547,,,,,,,,,,,,,,,,-78.343,-95.011,-151.022,-63.944,-99.513,-97.784,-51.291,-90.351,-58.544,-82.151,-89.046,-95.371,-34.639,-35.449,-28.826,-36.64,0.46,21.201,17.126,30.739,38.797,26.686,45.734,41.623,83.043,95.308,95.524,98.045,92.786,102.849,118.927,106.925,124.829,130.167,164.243,136.826,163.384,179.048,4.955,159.533,237.606,57.504,244.879,161.34,180.17,72.666,178.808,110.105,210.962,243.461,217.056,194.225,219.364,171.136,191.975,247.487,310.431,235.974,285.772,293.7,334.2,412.47,368.096,141.4,249.2,318.3,389.8,197.3,441.6,463.9,542,468.9,439.7,459.5,502.2,419.7,702.6,820.7,777.6,528.5,725.2,898.3,855.8,-758.6,368.4,474.7,643,35.2,1030.9,1028.4,
  - Abnormal Losses (Gains),IS_ABNORMAL_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.884,7.969,84.392,9.895,12.187,43.834,4.391,17.441,11.967,36.761,54.468,58.696,2.777,1.473,6.087,91.005,1.514,-0.067,0.157,28.191,0.244,1.385,-0.197,43.195,0.789,0.794,1.936,7.67,3.189,2.014,3.026,10.939,,,,1.886,0,0,0,0,0.398,0,0,0,35.298,2.669,0,0.734,0.238,1.284,-2.969,4.92,3.725,75.068,1.2,0.813,0,0.83,0,-0.338,55.4,-0.274,14.183,0.3,0,0,0,3.3,0.1,22.1,0,0,34.6,0,37.2,0,25.7,0,0,12.5,0,0,0.4,0,0,0.3,322,80,0,0,
    + Abnormal Derivatives,IS_DERIVATIVES_HEDGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Disposal of Assets,IS_GAIN_LOSS_DISPOSAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Asset Write-Down,IS_IMPAIRMENT_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.706,5.017,83.202,16.859,3.696,8.002,7.646,12.312,3.914,5.373,6.517,8.072,2.777,1.473,6.087,23.895,1.514,-0.067,0.157,0.968,0.244,1.385,-0.197,7.766,0.789,0.583,1.936,7.881,3.189,2.014,3.026,10.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Impairment of Intangibles,IS_IMPAIR_OF_INTANG_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Gain/Loss on Sale/Acquisition of Business,IS_SALE_OF_BUSINESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Legal Settlement,IS_LEGAL_LITIGATION_SETTLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Sale of Investments,IS_GAIN_LOSS_ON_INVESTMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    + Other Abnormal Items,IS_OTHER_ONE_TIME_ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pretax Income (Loss), GAAP",PRETAX_INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547,,,,,,,,,,,,,,,,-78.343,-95.011,-151.022,-63.944,-99.513,-97.784,-51.291,-90.351,-58.544,-82.151,-89.046,-95.371,-34.639,-35.449,-28.826,-36.64,0.46,21.201,17.126,30.739,38.797,26.686,45.734,41.623,83.043,95.308,95.524,98.045,92.786,102.849,118.927,106.925,124.829,130.167,164.243,136.826,163.384,179.048,4.955,159.533,237.606,57.504,244.879,161.34,180.17,72.666,178.808,110.105,210.962,243.461,217.056,194.225,219.364,171.136,191.975,247.487,310.431,235.974,285.772,293.7,334.2,412.47,368.096,141.4,249.2,318.3,389.8,197.3,441.6,463.9,542,468.9,439.7,459.5,502.2,419.7,702.6,820.7,777.6,528.5,725.2,898.3,855.8,-758.6,368.4,474.7,643,35.2,1030.9,1028.4,
  - Income Tax Expense (Benefit),IS_INC_TAX_EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,,,,,,,,,,,,,,,,-22.214,-27.312,-3.168,-15.089,-19.275,-17.585,-13.593,-27.343,-13.018,-19.269,-30.396,-20.655,-4.338,-1.404,-7.666,19.122,1.826,12.936,13.35,11.67,17.631,14.566,-14.483,42.095,40.801,44.535,34.918,15.255,37.107,51.428,51.348,42.682,28.389,30.352,70.649,53.099,71.423,65.877,24.681,-36.901,27.248,23.815,13.054,43.187,19.222,-11.447,15.586,36.18,17.649,21.802,10.426,12.628,23.872,13.956,94.235,25.892,29.124,43.51,22.037,60.8,26.8,23.98,33.412,-53.4,-31.1,3.9,12.5,-95.4,34,29.6,36.7,-100.5,21.1,11.1,39.3,58.1,50.3,72.8,51.4,87.3,22.5,7.4,36.1,-42,53.4,13.2,65.7,21.9,109.2,120,
Income (Loss) from Cont Ops,IS_INC_BEF_XO_ITEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359,,,,,,,,,,,,,,,,-56.129,-67.699,-147.854,-48.855,-80.238,-80.199,-37.698,-63.008,-45.526,-62.882,-58.65,-74.716,-30.301,-34.045,-21.16,-55.762,-1.366,8.265,3.776,19.069,21.166,12.12,60.217,-0.472,42.242,50.773,60.606,82.79,55.679,51.421,67.579,64.243,96.44,99.815,93.594,83.727,91.961,113.171,-19.726,196.434,210.358,33.689,231.825,118.153,160.948,84.113,163.222,73.925,193.313,221.659,206.63,181.597,195.492,157.18,97.74,221.595,281.307,192.464,263.735,232.9,307.4,388.49,334.684,194.8,280.3,314.4,377.3,292.7,407.6,434.3,505.3,569.4,418.6,448.4,462.9,361.6,652.3,747.9,726.2,441.2,702.7,890.9,819.7,-716.6,315,461.5,577.3,13.3,921.7,908.4,
  - Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108.111,0,0,0,0,0,0,-0.043,-0.004,-0.007,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + Discontinued Operations,IS_DISCONTINUED_OPERATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.043,-0.004,-0.007,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    + XO & Accounting Changes,EXTRAORD_ITEMS_ACCOUNTING_CHANGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359,,,,,,,,,,,,,,,,-71.771,-101.168,-353.877,-615.063,-91.623,-107.715,-52.862,-69.418,-48.238,-65.197,-60.122,-79.541,-31.561,-36.151,-22.08,-90.992,-1.68,7.664,3.472,19.717,22.316,-19.991,59.628,-5.297,42.228,158.884,60.561,85.742,58.759,56.488,67.578,64.302,96.483,99.819,93.601,83.703,91.961,113.171,-19.726,196.434,210.358,33.689,231.825,118.153,160.948,84.113,163.222,73.925,193.313,221.659,206.63,181.597,195.492,157.18,97.74,221.595,281.307,192.464,263.735,232.9,307.4,388.49,334.684,194.8,280.3,314.4,377.3,292.7,407.6,434.3,505.3,569.4,418.6,448.4,462.9,361.6,652.3,747.9,726.2,441.2,702.7,890.9,819.7,-716.6,315,461.5,577.3,13.3,921.7,908.4,
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.703,,,,2.366,,,,0.575,0.257,,,0.784,0.088,,,0.25,0.073,0.098,0.095,-0.097,0.158,0.199,0.223,-0.048,0.165,0.154,0.162,0.189,0.119,-2.04,-4.025,-8.676,-10.948,-14.52,-0.264,-17.526,-10.459,-15.708,-16.901,-26.057,-9.186,-12.772,-0.963,1.21,2.175,1.124,-5.259,-11.107,6.148,4.914,-0.774,3.7,-8.7,21.439,17.416,-43.7,-4.9,7.7,10.4,15.1,10.2,5.2,6.7,6.7,3.6,2.3,-1.5,-3.5,7.3,1.6,3.2,-12.2,-9,-7.3,-20,-32.8,-20.8,-14.2,-9.6,-71.6,4.3,8.1,
"Net Income, GAAP",NET_INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359,,,,,,,,,,,,,,,,-71.771,-101.168,-353.877,-615.063,-91.623,-107.715,-52.862,-73.121,-48.238,-65.197,-60.122,-81.907,-31.561,-36.151,-22.08,-91.567,-1.941,7.664,3.472,18.933,22.226,-19.991,59.628,-5.547,42.155,158.786,60.466,85.839,58.601,56.289,67.355,64.35,96.318,99.665,93.439,83.514,91.842,115.211,-15.701,205.11,221.306,48.209,232.089,135.679,171.407,99.821,180.123,99.982,202.499,234.431,207.593,180.387,193.317,156.056,102.999,232.702,275.159,187.55,264.509,229.2,316.1,367.051,317.268,238.5,285.2,306.7,366.9,277.6,397.4,429.1,498.6,562.7,415,446.1,464.4,365.1,645,746.3,723,453.4,711.7,898.2,839.7,-683.8,335.8,475.7,586.9,84.9,917.4,900.3,
