Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
  Performance Materials & Coatings,,—,,—,,—,,4918,0.322027239392352,—,,—,,—,,3669,0.0616358963159575,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,—,,—,,—,,1472,0.0963855421686747,—,,—,,—,,14873,0.249853007878778,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Assets,,—,,—,,—,,79511,1.0,—,,—,,—,,—,,—,,—,,—,,188030,1.0,—,,—,,—,,—,,—,,—,,—,,49435,1.0,—,,—,,—,,37798,1.0,—,,—,,—,,40064,1.0,—,,—,,—,,38552,1.0,—,,—,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5094,,—,,—,,—,,8123,,—,,—,,—,,6180,,—,,—,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,10024,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,9204,0.233538859709218,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,15065,0.382253685519271,—,,—,,—,,17701,0.541248776908024,—,,—,,—,,17110,0.535675151059766,—,,—,,—,,18622,0.575250216236253,—,,—,
  Specialty Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,69390,0.41401653918211,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Transportation & Advanced Polymers,,—,,—,,—,,1807,0.027322900128525,—,,—,,—,,—,,—,,—,,—,,14837,0.0885251965966993,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Nutrition & Biosciences,,—,,—,,—,,1246,0.0188402510017389,—,,—,,—,,—,,—,,—,,—,,24359,0.145338361117409,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Electronics & Imaging,,—,,—,,—,,6932,0.104815906857186,—,,—,,—,,—,,—,,—,,—,,14947,0.0891815133470961,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Materials Science,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,54332,0.324172742568704,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Packaging & Specialty Plastics,,—,,—,,—,,17837,0.269705904589098,—,,—,,—,,—,,—,,—,,—,,27192,0.162241500698082,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Industrial Intermediates & Infrastructure,,—,,—,,—,,11649,0.176139714220912,—,,—,,—,,—,,—,,—,,—,,12932,0.0771589837830098,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Performance Materials & Coatings,,—,,—,,—,,16871,0.255099417857413,—,,—,,—,,—,,—,,—,,—,,14208,0.0847722580876123,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate & Other,,—,,—,,—,,13376,,—,,—,,—,,—,,—,,—,,—,,20428,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Water & Protection,,—,,—,,—,,2833,0.042836622060936,—,,—,,—,,—,,—,,—,,—,,15247,0.0909714681209055,—,,—,,—,,—,,—,,—,,—,,15142,0.38420745477151,—,,—,,—,,15003,0.458751223091977,—,,—,,—,,14831,0.464324848940234,—,,—,,—,,13750,0.424749783763746,—,,—,
  Agriculture,,—,,—,,—,,6960,0.105239283284191,—,,—,,—,,—,,—,,—,,—,,43880,0.261810718249186,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Sales Change - Volume %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-5,,0,,2,,—,,7,,9,,10,,—,,17,,9,,9,,8,,6,,4,,-5,,-15,,-12,,-12,,-5,,-1,,10,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-6,,-3,,5,,5,,0,,9,,2,,-1,,3,,-4,
  Water & Protection,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,2,,3,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12,,0,,-3,,2,,0,,-2,,-4,,-9,,-15,,-10,,-4,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-12,,-11,,-6,,—,,-28,,-9,,3,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,6,,1,,-5,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,,2,,1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,7,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,16,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Sales Change - Prices %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,10,,12,,10,,7,,5,,0,,-1,,-3,,-2,,-1,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,1,,—,,0,,-1,,-2,,-1,,0,,0,,0,,1,,2,,3,,3,,2,,0,,-1,,-2,,-1,,-2,
  Water & Protection,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,,2,,3,,—,,—,,3,,—,,—,,—,,—,,—,,—,,—,,—,,5,,10,,12,,13,,12,,6,,5,,1,,0,,0,,-2,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,,—,,-2,,—,,-5,,-5,,-4,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,3,,8,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,3,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-1,,0,,-2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Sales Change - Currencies %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-2,,-2,,-4,,-4,,-3,,-1,,1,,2,,0,,-1,
  Water & Protection,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,1,,-1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-1,,-2,,-3,,-5,,-6,,-3,,-1,,0,,0,,-1,,-1,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-2,,0,,0,,—,,-1,,0,,2,,—,,2,,1,,0,,-2,,-3,,-4,,-5,,-2,,-1,,0,,0,,-1,,-2,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-3,,-1,,-1,,—,,-1,,0,,2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,2,,-1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,0,,-2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,,1,,-1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Sales Change - Other %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,0,,—,,-1,,-1,,-1,,0,,0,,11,,10,,11,,11,,0,,-1,,-1,,-1,,4,,8,,8,,9,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-23,,-27,,-30,,-35,,-14,,-11,,0,,0,,0,,0,
  Water & Protection,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,135,,-1,,—,,—,,-4,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,—,,0,,—,,0,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,245,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11,,327,,4,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-5,,61,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,6,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,143,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Short Term Debt,,—,,—,,—,,—,,—,,—,,—,,13554,1.0,—,,—,,—,,2165,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  DowDuPont,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Dow,,—,,—,,—,,—,,—,,—,,—,,484,0.0357090157886971,—,,—,,—,,302,0.139491916859122,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  DuPont,,—,,—,,—,,—,,—,,—,,—,,13070,0.964290984211303,—,,—,,—,,1863,0.860508083140878,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Current Portion of Long Term Debt,,—,,—,,—,,—,,—,,—,,—,,2067,1.0,2707,1.0,4606,1.0,—,,637,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Dow,,—,,—,,—,,—,,—,,—,,—,,752,0.36381228834059,920,0.339859623199113,2837,0.615935735996526,—,,340,0.533751962323391,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  DuPont,,—,,—,,—,,—,,—,,—,,—,,1315,0.63618771165941,1787,0.660140376800886,1769,0.384064264003474,—,,297,0.466248037676609,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Long Term Debt,,—,,—,,—,,—,,—,,—,,—,,30056,1.0,29343,1.0,26850,1.0,—,,37662,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  DowDuPont,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12596,0.334448515745314,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Dow,,—,,—,,—,,—,,—,,—,,—,,19765,0.657605802501996,19596,0.667825375728453,17122,0.637690875232775,—,,19254,0.511231480006372,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  DuPont,,—,,—,,—,,—,,—,,—,,—,,10291,0.342394197498004,9747,0.332174624271547,9728,0.362309124767225,—,,5812,0.154320004248314,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Debt,,—,,—,,—,,—,,—,,—,,—,,34071,1.0,—,,—,,—,,40464,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  DowDuPont,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12596,0.311289047054172,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Dow,,—,,—,,—,,—,,—,,—,,—,,21001,0.616389304687271,—,,—,,—,,19896,0.491696322657177,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  DuPont,,—,,—,,—,,—,,—,,—,,—,,13070,0.383610695312729,—,,—,,—,,7972,0.197014630288652,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Depreciation and Amortization,,—,,—,,—,,—,,490,1.0,498,1.0,508,1.0,570,1.0,519,1.0,551,1.0,—,,—,,—,,—,,—,,—,,—,,349,1.0,345,1.0,—,,255,1.0,262,1.0,300,1.0,295,1.0,297,1.0,281,1.0,283,1.0,274,1.0,—,,282,1.0,294,1.0,294,1.0,—,,—,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,20,,20,,22,,21,,25,,15,,12,,9,,—,,8,,9,,8,,—,,—,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12,,14,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,104,0.308605341246291,105,0.317220543806647,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,104,0.308605341246291,101,0.305135951661631,—,,111,0.472340425531915,115,0.475206611570248,145,0.52158273381295,147,0.536496350364963,148,0.544117647058823,145,0.545112781954887,146,0.538745387453875,141,0.532075471698113,—,,146,0.532846715328467,157,0.550877192982456,159,0.555944055944056,—,,—,
  Non-Core,,—,,—,,—,,—,,—,,—,,32,0.0622568093385214,35,0.0642201834862385,—,,31,0.0564663023679417,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,114,0.23265306122449,114,0.231707317073171,115,0.223735408560311,113,0.207339449541284,114,0.218809980806142,113,0.205828779599271,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate & Other,,—,,—,,—,,—,,0,,6,,-6,,25,,-2,,2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Water & Protection,,—,,—,,—,,—,,142,0.289795918367347,143,0.290650406504065,136,0.264591439688716,141,0.258715596330275,139,0.26679462571977,140,0.255009107468124,—,,—,,—,,—,,—,,—,,—,,129,0.382789317507418,125,0.377643504531722,—,,124,0.527659574468085,127,0.524793388429752,133,0.47841726618705,127,0.463503649635036,124,0.455882352941176,121,0.454887218045113,125,0.461254612546125,124,0.467924528301887,—,,128,0.467153284671533,128,0.449122807017544,127,0.444055944055944,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,135,0.275510204081633,136,0.276422764227642,135,0.262645914396887,156,0.286238532110092,166,0.318618042226488,165,0.300546448087432,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,99,0.202040816326531,99,0.201219512195122,96,0.186770428015564,100,0.18348623853211,102,0.195777351247601,100,0.182149362477231,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Capital Expenditures,,—,,—,,—,,—,,—,,—,,—,,-551,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Non-Core,,—,,—,,—,,—,,—,,—,,—,,-32,0.058076225045372,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,—,,—,,—,,-78,0.141560798548094,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate & Other,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Safety & Construction,,—,,—,,—,,—,,—,,—,,—,,-184,0.333938294010889,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,—,,—,,—,,-156,0.283121597096189,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,—,,—,,—,,-101,0.183303085299456,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Source: Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
